query_robot,query_keyframe,candidate_robot,candidate_keyframe,accepted,reason,retrieval_sources,gt_distance_m,gt_within_10m,native_matches,native_inliers,rmse_m,overlap
Bob,2,Carol,1,False,high_rmse,mapclosures,2.516332628018412,True,16,8,0.35112782823441735,0.41030383091149275
Bob,2,Carol,0,False,mapclosures_no_pose,megaloc,2.5225594371814086,True,22,5,,
Bob,3,Alpha,5,True,accepted,mapclosures,3.683231610659626,True,20,16,0.33478524769082396,0.6229333711771802
Bob,4,Carol,1,True,accepted,mapclosures,2.7853566321791483,True,17,7,0.33234296742500363,0.41117230527143983
Bob,5,Alpha,4,True,accepted,megaloc+mapclosures,3.519509630732548,True,17,12,0.33536565628981135,0.6914594265723629
Bob,10,Alpha,10,False,high_rmse,mapclosures,3.363587535240864,True,27,23,0.3508281346033893,0.7545217597346181
Bob,11,Alpha,7,True,accepted,megaloc+mapclosures,3.433752015235741,True,20,15,0.34538949465152896,0.7193843898864053
Bob,11,Carol,7,False,high_rmse,mapclosures,6.615137083089948,True,22,11,0.36650204048835633,0.5037599754450584
Bob,14,Alpha,8,True,accepted,megaloc+mapclosures,5.355490675821907,True,28,26,0.32042615386360135,0.7137480325737358
Bob,15,Alpha,8,True,accepted,megaloc+mapclosures,6.186252395465101,True,11,10,0.34829644830127987,0.7116654954321855
Bob,15,Carol,11,False,high_rmse,mapclosures,10.381354243630609,False,17,11,0.36046178787914457,0.5232405552869673
Bob,18,Alpha,10,True,accepted,mapclosures,8.720490571575004,True,23,16,0.3424519880601072,0.7251415984896161
Bob,19,Alpha,8,True,accepted,megaloc+mapclosures,9.967969141270258,True,15,12,0.3426722017064981,0.7050394854677197
Bob,19,Carol,18,False,high_rmse,mapclosures,16.536695554004126,False,8,6,0.3518317139936067,0.4505793162637677
Bob,22,Alpha,8,False,high_rmse,megaloc+mapclosures,13.02319172778122,False,19,15,0.35131245463133903,0.6412928437678092
Bob,23,Alpha,8,True,accepted,megaloc+mapclosures,14.057002926574935,False,15,9,0.3299952248793752,0.6449564438655052
Bob,24,Carol,26,False,high_rmse,mapclosures,19.526446916539935,False,9,8,0.3512191402055253,0.3997912998108655
Bob,26,Alpha,26,True,accepted,mapclosures,17.049735570446956,False,12,6,0.3207819514291676,0.5843491663163795
Bob,28,Carol,37,True,accepted,mapclosures,20.549671750348494,False,9,8,0.323807690871392,0.4089647234071366
Bob,30,Alpha,17,True,accepted,mapclosures,19.693071160751202,False,7,7,0.3276933814102474,0.5547231492201866
Bob,43,Alpha,46,True,accepted,mapclosures,4.7641183907790765,True,9,6,0.3464021745767958,0.6015138772077376
Bob,47,Alpha,57,False,mapclosures_no_pose,megaloc,0.77106082638504,True,7,4,,
Bob,49,Alpha,46,True,accepted,mapclosures,6.105524712176376,True,10,8,0.3308074150237684,0.6211940298507462
Bob,51,Alpha,58,False,mapclosures_no_pose,megaloc,2.821667009371142,True,10,3,,
Bob,53,Alpha,46,True,accepted,mapclosures,10.215547034518831,False,8,7,0.3313849490693044,0.6052872162120981
Bob,55,Alpha,59,True,accepted,megaloc,6.641148004976048,True,8,6,0.3370890983119038,0.6552111771318452
Bob,63,Alpha,60,False,mapclosures_no_pose,megaloc,14.755468204740046,False,5,3,,
Bob,76,Alpha,52,False,mapclosures_no_pose,megaloc,31.356224826205956,False,7,2,,
Bob,81,Alpha,86,False,mapclosures_no_pose,megaloc,19.687891131777864,False,5,2,,
Bob,86,Alpha,88,False,mapclosures_no_pose,megaloc,17.577377853854824,False,9,2,,
Bob,90,Alpha,91,False,mapclosures_no_pose,megaloc,15.149790460382219,False,3,0,,
Bob,94,Alpha,92,False,mapclosures_no_pose,megaloc,12.26815029610018,False,0,0,,
Bob,100,Alpha,92,False,mapclosures_no_pose,megaloc,8.756903468478113,True,0,0,,
Bob,104,Alpha,92,False,mapclosures_no_pose,megaloc,7.109580362765332,True,2,0,,
Bob,108,Alpha,92,False,mapclosures_no_pose,megaloc,8.28018381371166,True,1,0,,
Bob,112,Alpha,106,False,mapclosures_no_pose,megaloc,5.006499638161157,True,1,0,,
Bob,116,Alpha,106,False,mapclosures_no_pose,megaloc,1.5995877549443822,True,2,0,,
Bob,120,Alpha,110,True,accepted,megaloc,1.341431367260813,True,19,7,0.2586489926232781,0.6796498905908096
Bob,134,Bob,28,True,accepted,mapclosures,7.777983042014223,True,9,8,0.32436657008006725,0.5696122947956689
Bob,142,Bob,27,True,accepted,mapclosures,2.537469590102097,True,11,9,0.3406549078358324,0.6893905594717588
Bob,145,Alpha,112,False,mapclosures_no_pose,megaloc,18.5939059448655,False,3,0,,
Bob,146,Alpha,117,True,accepted,mapclosures,18.74774003256936,False,6,6,0.32899743254185576,0.4374477337347383
Bob,147,Bob,30,True,accepted,mapclosures,8.928109922036498,True,11,10,0.33608056309842893,0.6965246006902641
Bob,151,Bob,30,True,accepted,mapclosures,13.021807837799816,False,15,14,0.3353386387814903,0.6687562882129866
Bob,155,Bob,21,True,accepted,mapclosures,11.938279379670021,False,12,11,0.34366447987089754,0.6195706858963609
Bob,155,Carol,57,False,mapclosures_no_pose,megaloc,16.878028093101552,False,3,0,,
Bob,156,Alpha,119,True,accepted,megaloc,17.971789536184843,False,9,9,0.33442392564011414,0.41078975718902794
Bob,159,Carol,36,True,accepted,megaloc,2.374122284715041,True,20,14,0.3228259803979263,0.48774044974261715
Bob,160,Alpha,186,False,mapclosures_no_pose,megaloc,38.730938124406855,False,8,4,,
Bob,163,Carol,77,True,accepted,megaloc,9.526458866630472,True,13,8,0.3333432551079459,0.4727662616154396
Bob,164,Alpha,154,False,mapclosures_no_pose,megaloc,26.546737061469734,False,9,2,,
Bob,164,Carol,39,True,accepted,mapclosures,2.0694208205622444,True,7,7,0.315631691984422,0.5390635633591943
Bob,167,Carol,77,True,accepted,megaloc,5.16785101380606,True,25,20,0.34752094052198157,0.5272337383845604
Bob,168,Alpha,152,True,accepted,megaloc,21.32429167822572,False,11,6,0.31773735146589477,0.4518218623481781
Bob,168,Carol,50,True,accepted,mapclosures,9.162050017167319,True,7,6,0.3134482811152053,0.5322749248660656
Bob,171,Carol,78,True,accepted,megaloc,1.8888244423772618,True,19,18,0.32570660698796555,0.5549011052937755
Bob,172,Alpha,177,True,accepted,megaloc,21.91036330686284,False,9,7,0.31754371743931603,0.5095314573004679
Bob,172,Carol,79,True,accepted,mapclosures,1.4804675313013602,True,9,9,0.32451567756127997,0.5469117647058823
Bob,175,Carol,78,True,accepted,megaloc,3.601278227297003,True,22,20,0.3289313679847644,0.5285049447353112
Bob,176,Alpha,117,False,mapclosures_no_pose,megaloc,23.151375671752376,False,7,2,,
Bob,177,Carol,120,True,accepted,mapclosures,6.297292935964334,True,8,6,0.32819419270223055,0.5039834969412434
Bob,179,Carol,79,True,accepted,megaloc,7.191572114054238,True,13,9,0.32569355389998533,0.5094852941176471
Bob,180,Alpha,233,False,mapclosures_no_pose,megaloc,12.458264049127354,False,7,3,,
Bob,182,Carol,121,True,accepted,mapclosures,4.741044983793534,True,7,7,0.33964159618949386,0.5598779016114148
Bob,186,Carol,115,True,accepted,megaloc,2.7312715659274445,True,23,17,0.3356003279966546,0.578463511972634
Bob,187,Carol,122,True,accepted,mapclosures,1.3700644473648482,True,11,11,0.331063002171013,0.5914733631269065
Bob,188,Alpha,248,True,accepted,mapclosures,13.518218578866435,False,7,6,0.3281194863796539,0.6690557806170147
Bob,188,Alpha,182,True,accepted,megaloc,11.790134556699865,False,19,14,0.32479946834224954,0.6166251168588345
Bob,190,Carol,115,True,accepted,megaloc,5.762646488062498,True,14,9,0.3314564336912233,0.5795324971493728
Bob,191,Carol,126,True,accepted,mapclosures,3.7208871234185974,True,13,13,0.32876478440966983,0.5644659522986519
Bob,192,Alpha,157,True,accepted,mapclosures,7.008630789244644,True,8,8,0.3263564815779439,0.6221786064769381
Bob,194,Carol,107,False,mapclosures_no_pose,megaloc,17.91300020895035,False,6,2,,
Bob,196,Alpha,156,True,accepted,mapclosures,2.8512679546505333,True,11,10,0.2950814853982812,0.6655929283092367
Bob,198,Carol,107,False,mapclosures_no_pose,megaloc,22.250878938780232,False,10,3,,
Bob,200,Alpha,161,True,accepted,mapclosures,4.195689381545622,True,7,6,0.28858328762380286,0.7330705212439772
Bob,202,Carol,112,False,mapclosures_no_pose,megaloc,21.012057696113693,False,9,2,,
