iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,14,0,13,0,1.419014,0.227401,0.000332,0.003920,1.956898
2,0,0,0,0,0.481185,0.124365,0.000288,0.000236,0.610861
3,0,0,0,0,0.444906,0.163219,0.000360,0.000378,0.615644
4,0,0,0,0,2.036810,0.151722,0.000467,0.000340,2.195536
5,0,0,0,0,0.394207,0.137202,0.000333,0.000294,0.537261
6,0,0,0,0,0.304165,0.115691,0.000396,0.000289,0.424944
7,0,0,0,0,0.316231,0.116311,0.000128,0.000244,0.437772
8,0,0,0,0,0.372994,0.151699,0.000717,0.000311,0.530406
9,0,0,0,0,0.366347,0.135615,0.000490,0.000439,0.507290
10,0,0,0,0,0.325524,0.116994,0.000397,0.000361,0.447392
11,0,0,0,0,0.283647,0.114913,0.000317,0.000317,0.403815
12,0,0,0,0,0.597479,0.181318,0.000453,0.000282,0.786879
13,0,0,0,0,0.668372,0.205260,0.000394,0.000181,0.881008
14,0,0,0,0,0.516662,0.175418,0.000346,0.000520,0.699872
15,0,0,0,0,0.332786,0.125877,0.000207,0.000275,0.463993
16,0,0,0,0,0.604354,0.194195,0.000622,0.000868,0.806732
17,0,0,0,0,0.411528,0.135956,0.000228,0.000260,0.553871
18,0,0,0,0,0.377883,0.145047,0.000451,0.000399,0.529704
19,0,0,0,0,0.346379,0.132201,0.000461,0.000296,0.483998
20,0,0,0,0,0.478418,0.165887,0.000305,0.000594,0.651323
21,0,0,0,0,0.286277,0.128769,0.000316,0.000263,0.420524
22,0,0,0,0,0.368283,0.170521,0.000395,0.000305,0.545373
23,0,0,0,0,0.347908,0.180237,0.000465,0.000220,0.534833
24,0,0,0,0,0.371443,0.163069,0.000414,0.000340,0.542025
25,0,0,0,0,0.342371,0.132714,0.000394,0.000432,0.480773
26,0,0,0,0,0.364256,0.170114,0.000416,0.000434,0.541034
27,0,0,0,0,0.259508,0.113756,0.000325,0.000294,0.379049
28,0,0,0,0,0.237200,0.112788,0.000422,0.000380,0.355194
29,0,0,0,0,0.446168,0.185319,0.000239,0.000133,0.637932
30,0,0,0,0,0.322282,0.179386,0.000467,0.000370,0.507689
31,0,0,0,0,0.380199,0.170030,0.000388,0.000212,0.556771
32,0,0,0,0,0.392608,0.174498,0.000478,0.000415,0.574188
33,0,0,0,0,0.419138,0.186427,0.000462,0.000318,0.613605
34,0,0,0,0,0.237912,0.105788,0.000486,0.000290,0.348414
35,0,0,0,0,0.336451,0.164320,0.000362,0.000209,0.506747
36,0,0,0,0,0.283681,0.116676,0.000178,0.000293,0.405008
37,0,0,0,0,0.329149,0.148719,0.000422,0.000296,0.483522
38,0,0,0,0,0.370342,0.213180,0.000482,0.000493,0.590016
39,0,0,0,0,0.363263,0.190239,0.000452,0.000318,0.560436
40,0,0,0,0,0.319179,0.158604,0.000374,0.000371,0.483715
41,0,0,0,0,0.273361,0.126100,0.000306,0.000282,0.404678
42,0,0,0,0,0.357264,0.163189,0.000456,0.000097,0.536722
43,0,0,0,0,0.305802,0.114153,0.000481,0.000379,0.425281
44,0,0,0,0,0.393840,0.196036,0.000400,0.000343,0.597132
45,0,0,0,0,0.302526,0.114790,0.000388,0.000325,0.422179
46,0,0,0,0,0.440421,0.188047,0.000508,0.000387,0.636566
47,0,0,0,0,0.289289,0.112432,0.000274,0.000334,0.406414
48,0,0,0,0,0.415572,0.193077,0.000470,0.000337,0.615790
49,0,0,0,0,0.424566,0.180487,0.000447,0.000375,0.612836
50,0,0,0,0,0.579575,0.276884,0.000527,0.000294,0.865686
51,0,0,0,0,0.382160,0.180115,0.000330,0.000422,0.569358
