iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,55,0,54,0,0.751763,0.207409,0.000368,0.002229,1.155138
2,0,0,0,0,0.518026,0.127143,0.000254,0.000081,0.648199
3,0,0,0,0,0.427439,0.130010,0.000239,0.000400,0.561061
4,0,0,0,0,0.395674,0.119112,0.000399,0.000169,0.519055
5,0,0,0,0,0.439972,0.162623,0.000408,0.000290,0.606924
6,0,0,0,0,0.703127,0.212161,0.000448,0.000361,0.919566
7,0,0,0,0,0.866746,0.130555,0.000300,0.000300,1.002713
8,0,0,0,0,0.415971,0.290171,0.000716,0.000248,0.710636
9,0,0,0,0,0.549170,0.332721,0.000427,0.000198,0.886612
10,0,0,0,0,0.397993,0.110204,0.000309,0.000361,0.512835
11,0,0,0,0,0.953880,0.132478,0.000307,0.000326,1.093559
12,0,0,0,0,0.853795,0.114009,0.000473,0.000376,0.972573
13,0,0,0,0,0.761975,0.119790,0.000286,0.000214,0.886283
14,0,0,0,0,0.359143,0.144437,0.000406,0.000287,0.509195
15,0,0,0,0,0.615166,0.232179,0.000468,0.000235,0.852199
16,0,0,0,0,0.379900,0.123068,0.000269,0.000300,0.507141
17,0,0,0,0,0.360982,0.134360,0.000470,0.000384,0.500803
18,0,0,0,0,0.603788,0.241349,0.000579,0.000352,0.851338
19,0,0,0,0,0.439216,0.128443,0.000362,0.000076,0.570235
20,0,0,0,0,0.440018,0.284868,0.000290,0.000236,0.728770
21,0,0,0,0,0.338300,0.121414,0.000390,0.000301,0.464191
22,0,0,0,0,0.351847,0.141408,0.000315,0.000379,0.498054
23,0,0,0,0,0.335595,0.126876,0.000393,0.000281,0.467531
24,0,0,0,0,0.415060,0.122102,0.000393,0.000300,0.541833
25,0,0,0,0,0.376833,0.135577,0.000316,0.000397,0.518127
26,0,0,0,0,0.361550,0.131849,0.000281,0.000269,0.499178
27,0,0,0,0,0.395256,0.133986,0.000312,0.000475,0.534085
28,0,0,0,0,0.385210,0.348572,0.000705,0.000438,0.739364
29,0,0,0,0,0.343620,0.115927,0.000292,0.000218,0.463082
30,0,0,0,0,0.391375,0.135572,0.000318,0.000189,0.531484
31,0,0,0,0,0.323270,0.130545,0.000403,0.000344,0.457566
32,0,0,0,0,0.384807,0.133198,0.000427,0.000197,0.523236
33,0,0,0,0,0.321513,0.119026,0.000279,0.000181,0.443871
34,0,0,0,0,0.489681,0.358009,0.000444,0.000212,0.851988
35,0,0,0,0,0.367482,0.133342,0.000401,0.000182,0.506059
36,0,0,0,0,0.461179,0.139328,0.000231,0.000191,0.604357
37,0,0,0,0,0.347932,0.129824,0.000305,0.000293,0.482252
38,0,0,0,0,0.363404,0.113791,0.000289,0.000097,0.481077
39,0,0,0,0,0.372373,0.140116,0.000151,0.000110,0.514988
40,0,0,0,0,0.363204,0.130869,0.000293,0.000173,0.497765
41,0,0,0,0,0.365899,0.146859,0.000354,0.000076,0.516157
42,0,0,0,0,0.414742,0.148821,0.000419,0.000321,0.568773
43,0,0,0,0,0.368318,0.139267,0.000298,0.000376,0.512291
44,0,0,0,0,0.359106,0.134391,0.000298,0.000394,0.497892
45,0,0,0,0,0.478298,0.155385,0.000506,0.000285,0.638219
46,0,0,0,0,0.463633,0.155655,0.000398,0.000281,0.624268
47,0,0,0,0,0.355642,0.121388,0.000298,0.000218,0.480691
48,0,0,0,0,0.368686,0.149608,0.000517,0.000396,0.523832
49,0,0,0,0,0.342146,0.447190,0.000521,0.000143,0.793684
50,0,0,0,0,0.348762,0.122890,0.000485,0.000140,0.474868
51,0,0,0,0,0.369155,0.119090,0.000311,0.000199,0.492198
52,0,0,0,0,0.377824,0.130487,0.000332,0.000200,0.512314
53,0,0,0,0,0.350297,0.555895,0.000417,0.000330,0.910654
54,0,0,0,0,0.328584,0.134831,0.000447,0.000170,0.467248
55,0,0,0,0,0.341393,0.121271,0.000370,0.000090,0.465912
56,0,0,0,0,0.339714,0.125958,0.000485,0.000091,0.469125
57,0,0,0,0,0.348668,0.123202,0.000300,0.000235,0.475976
58,0,0,0,0,0.369251,0.150619,0.000628,0.000489,0.524614
59,0,0,0,0,0.370300,0.119524,0.000286,0.000311,0.493847
60,0,0,0,0,0.339621,0.136248,0.000295,0.000289,0.479593
61,0,0,0,0,0.366859,0.117394,0.000319,0.000222,0.488379
62,0,0,0,0,0.394513,0.145767,0.000399,0.000395,0.545527
63,0,0,0,0,0.354874,0.120448,0.000279,0.000190,0.478364
64,0,0,0,0,0.396669,0.352713,0.000472,0.000305,0.754140
65,0,0,0,0,0.733016,0.120515,0.000307,0.000120,0.858020
66,0,0,0,0,0.405267,0.128924,0.000290,0.000390,0.541874
67,0,0,0,0,0.370271,0.118691,0.000312,0.000297,0.496056
68,0,0,0,0,0.367692,0.113572,0.000286,0.000402,0.485889
69,0,0,0,0,0.353277,0.162859,0.000270,0.000405,0.521072
70,0,0,0,0,0.360373,0.137417,0.000290,0.000396,0.502840
71,0,0,0,0,0.362628,0.122625,0.000272,0.000288,0.489547
72,0,0,0,0,0.385708,0.128476,0.000420,0.000317,0.519198
73,0,0,0,0,0.352444,0.154140,0.000433,0.000393,0.511880
74,0,0,0,0,0.349475,0.117807,0.000291,0.000175,0.470691
75,0,0,0,0,0.355146,0.120544,0.000298,0.000174,0.479781
76,0,0,0,0,0.313670,0.117129,0.000482,0.000197,0.434404
77,0,0,0,0,0.344138,0.126085,0.000270,0.000166,0.474239
78,0,0,0,0,0.391445,0.126129,0.000584,0.000360,0.523482
79,0,0,0,0,0.384410,0.132300,0.000630,0.000282,0.521981
80,0,0,0,0,0.361277,0.121238,0.000285,0.000270,0.487046
81,0,0,0,0,0.576952,0.115758,0.000377,0.000292,0.696750
82,0,0,0,0,0.340233,0.121257,0.000292,0.000195,0.465483
83,0,0,0,0,0.355592,0.136779,0.000420,0.000211,0.497607
84,0,0,0,0,0.385056,0.122575,0.000292,0.000279,0.512693
85,0,0,0,0,0.454927,0.179215,0.000360,0.000301,0.639026
86,0,0,0,0,0.376652,0.139222,0.000487,0.000572,0.521023
87,0,0,0,0,0.373728,0.129778,0.000285,0.000269,0.508054
88,0,0,0,0,0.321831,0.136181,0.000537,0.000200,0.461979
89,0,0,0,0,0.387954,0.134493,0.000411,0.000400,0.528768
90,0,0,0,0,0.375658,0.162413,0.000381,0.000402,0.543097
91,0,0,0,0,0.390592,0.127194,0.000382,0.000289,0.523266
92,0,0,0,0,0.330501,0.114544,0.000319,0.000182,0.448788
93,0,0,0,0,0.351775,0.136126,0.000293,0.000170,0.491507
94,0,0,0,0,0.385554,0.130199,0.000385,0.000304,0.520497
95,0,0,0,0,0.400461,0.134739,0.000314,0.000334,0.539940
96,0,0,0,0,0.427995,0.147162,0.000319,0.000448,0.579964
97,0,0,0,0,0.333974,0.117649,0.000287,0.000177,0.455098
98,0,0,0,0,0.362363,0.333295,0.000431,0.000541,0.700947
99,0,0,0,0,0.383324,0.117893,0.000403,0.000176,0.505973
