query_robot,query_keyframe,candidate_robot,candidate_keyframe,accepted,reason,retrieval_sources,gt_distance_m,gt_within_10m,native_matches,native_inliers,rmse_m,overlap
Bob,10,Carol,4,True,accepted,megaloc+mapclosures,8.194107649340717,True,15,11,0.34000618827854295,0.4904501391688262
Bob,11,Carol,7,True,accepted,megaloc,8.235350996255022,True,26,10,0.33661701788707943,0.47712111246828903
Bob,11,Alpha,9,False,high_rmse,mapclosures,8.89143260813208,True,14,11,0.3586256738661291,0.6582259845417741
Bob,13,Alpha,4,True,accepted,megaloc+mapclosures,5.434198741424796,True,11,6,0.3476350553757506,0.5883069427527405
Bob,13,Carol,14,True,accepted,mapclosures,8.881060766846518,True,22,17,0.3439812868224814,0.5565528257397124
Bob,14,Alpha,5,True,accepted,mapclosures,5.302212388220936,True,18,10,0.345105269001331,0.6329711856400567
Bob,16,Alpha,10,True,accepted,megaloc+mapclosures,7.552856314743401,True,18,10,0.3379622720341957,0.6414480975249354
Bob,16,Carol,19,False,high_rmse,mapclosures,13.183876875294018,False,27,20,0.35542386967848877,0.5221618721920472
Bob,17,Alpha,5,True,accepted,mapclosures,3.6962119468644423,True,19,14,0.3306778328862226,0.6372008651363985
Bob,20,Carol,22,False,high_rmse,mapclosures,18.217209136342063,False,26,17,0.35667039808909257,0.5179908076165463
Bob,21,Alpha,8,True,accepted,mapclosures,2.606629551318765,True,23,16,0.31335632508738026,0.7229308193539443
Bob,23,Carol,25,True,accepted,mapclosures,22.345673996671977,False,19,15,0.32679856384988404,0.4848643006263048
Bob,24,Alpha,8,True,accepted,mapclosures,2.8643825907044165,True,25,17,0.2938495071293624,0.7739167739167739
Bob,26,Carol,19,True,accepted,mapclosures,21.513991218367686,False,14,9,0.34594170528054574,0.47575940454636895
Bob,27,Alpha,5,True,accepted,mapclosures,5.781397989695731,True,20,18,0.29011779269155114,0.708234803171512
Bob,30,Alpha,13,True,accepted,mapclosures,8.672495550226133,True,11,11,0.302013065198584,0.6979290147130605
Bob,34,Carol,32,False,low_overlap,mapclosures,31.764428101820464,False,7,7,0.35624930351313966,0.24871460363747985
