iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,16,0,15,0,0.449110,0.118695,0.000410,0.000081,0.695061
2,0,0,0,0,0.178309,0.071341,0.000253,0.000291,0.253806
3,0,0,0,0,0.173320,0.077605,0.000273,0.000171,0.255513
4,0,0,0,0,0.185260,0.078843,0.000267,0.000086,0.268092
5,0,0,0,0,0.171047,0.070340,0.000138,0.000074,0.244993
6,0,0,0,0,0.195538,0.078943,0.000171,0.000091,0.278215
7,0,0,0,0,0.222109,0.093941,0.000190,0.000113,0.320167
8,0,0,0,0,0.281428,0.118747,0.000252,0.000330,0.404914
9,0,0,0,0,0.198897,0.084498,0.000289,0.000110,0.287468
10,0,0,0,0,0.313622,0.121439,0.000269,0.000144,0.439702
11,0,0,0,0,0.174287,0.071879,0.000133,0.000081,0.251127
12,0,0,0,0,0.293876,0.118192,0.000258,0.000147,0.417053
13,0,0,0,0,0.193625,0.082567,0.000168,0.000100,0.279855
14,0,0,0,0,0.153285,0.062964,0.000167,0.000076,0.219003
15,0,0,0,0,0.930998,0.073057,0.000230,0.000099,1.011201
16,0,0,0,0,0.321203,0.132923,0.000430,0.000169,0.459104
17,0,0,0,0,0.214897,0.090767,0.000287,0.000108,0.309615
18,0,0,0,0,0.242582,0.102847,0.000241,0.000124,0.349579
19,0,0,0,0,0.280761,0.118278,0.000362,0.000145,0.403590
20,0,0,0,0,0.303769,0.125994,0.000407,0.000277,0.434668
21,0,0,0,0,0.516365,0.095442,0.000325,0.000118,0.618678
22,0,0,0,0,0.151460,0.063287,0.000188,0.000087,0.217542
23,0,0,0,0,0.155292,0.063636,0.000422,0.000076,0.222278
24,0,0,0,0,0.157673,0.065722,0.000228,0.000081,0.226578
25,0,0,0,0,0.812803,0.301994,0.000240,0.000241,1.121972
26,0,0,0,0,0.445611,0.198829,0.000353,0.000084,0.649988
27,0,0,0,0,0.801552,0.066336,0.000312,0.000167,0.873799
28,0,0,0,0,0.145852,0.068325,0.000278,0.000182,0.217963
29,0,0,0,0,0.237789,0.090132,0.000206,0.000209,0.331675
30,0,0,0,0,0.433118,0.186907,0.000602,0.000227,0.626086
31,0,0,0,0,0.161361,0.067498,0.000345,0.000075,0.232163
32,0,0,0,0,0.592216,0.241274,0.000651,0.000526,0.841166
33,0,0,0,0,0.810056,0.072559,0.000285,0.000105,0.890165
34,0,0,0,0,0.230184,0.097630,0.000208,0.000115,0.331628
35,0,0,0,0,0.154004,0.064726,0.000184,0.000078,0.221821
36,0,0,0,0,0.293804,0.125493,0.000425,0.000257,0.424280
37,0,0,0,0,0.235356,0.098734,0.000322,0.000125,0.338305
38,0,0,0,0,0.902890,0.069592,0.000262,0.000094,0.979998
39,0,0,0,0,0.150839,0.065269,0.000175,0.000079,0.218836
40,0,0,0,0,0.156349,0.067432,0.000187,0.000080,0.226882
41,0,0,0,0,0.156230,0.062538,0.000163,0.000084,0.221791
42,0,0,0,0,0.165172,0.069589,0.000238,0.000077,0.238252
43,0,0,0,0,0.163626,0.068802,0.000231,0.000083,0.235850
44,0,0,0,0,0.147012,0.061277,0.000141,0.000077,0.211010
45,0,0,0,0,0.159949,0.070368,0.000240,0.000079,0.233536
46,0,0,0,0,0.160197,0.065581,0.000278,0.000088,0.228963
47,0,0,0,0,0.159766,0.068376,0.000248,0.000193,0.231171
48,0,0,0,0,0.140662,0.055752,0.000222,0.000083,0.198973
49,0,0,0,0,0.174144,0.070673,0.000230,0.000075,0.247932
50,0,0,0,0,0.176246,0.063767,0.000191,0.000088,0.243380
51,0,0,0,0,0.156756,0.067483,0.000201,0.000082,0.226709
52,0,0,0,0,0.146269,0.066336,0.000167,0.000078,0.215227
53,0,0,0,0,0.185756,0.084951,0.000178,0.000187,0.274430
54,0,0,0,0,1.137962,0.391668,0.000518,0.000436,1.540071
55,0,0,0,0,1.112337,0.577115,0.000479,0.000083,1.699454
56,0,0,0,0,0.154615,0.071066,0.000302,0.000230,0.228656
57,0,0,0,0,0.165279,0.069314,0.000121,0.000080,0.237846
58,0,0,0,0,0.138634,0.058868,0.000307,0.000187,0.200826
59,0,0,0,0,0.157256,0.064056,0.000236,0.000190,0.224721
60,0,0,0,0,0.150075,0.065255,0.000240,0.000080,0.218622
61,0,0,0,0,0.164933,0.071433,0.000352,0.000253,0.240402
62,0,0,0,0,0.142333,0.062031,0.000157,0.000082,0.207324
63,0,0,0,0,0.151500,0.067131,0.000194,0.000097,0.221984
64,0,0,0,0,0.166484,0.067588,0.000232,0.000135,0.237464
65,0,0,0,0,0.149622,0.066005,0.000185,0.000251,0.218674
66,0,0,0,0,0.192157,0.079118,0.000508,0.000308,0.274874
67,0,0,0,0,0.149297,0.063861,0.000164,0.000082,0.215528
68,0,0,0,0,0.173909,0.071484,0.000134,0.000110,0.248265
69,0,0,0,0,0.143017,0.062314,0.000160,0.000226,0.207284
70,0,0,0,0,0.128753,0.062425,0.000364,0.000443,0.194123
71,0,0,0,0,0.165170,0.085082,0.000261,0.000296,0.254532
