iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,12,0,11,0,0.435550,0.166241,0.000416,0.003331,0.796009
2,0,0,0,0,0.495755,0.128203,0.000443,0.000347,0.635628
3,0,0,0,0,0.245156,0.131649,0.000498,0.000444,0.383167
4,0,0,0,0,0.176999,0.093742,0.000391,0.000299,0.277038
5,0,0,0,0,0.942571,0.295203,0.000556,0.000389,1.249802
6,0,0,0,0,0.161202,0.082924,0.000386,0.000387,0.249752
7,0,0,0,0,0.510405,0.061789,0.000427,0.000345,0.581892
8,0,0,0,0,0.163572,0.080279,0.000386,0.000290,0.248834
9,0,0,0,0,0.648751,0.062860,0.000411,0.000196,0.718930
10,0,0,0,0,0.287475,0.068083,0.000289,0.000275,0.360543
11,0,0,0,0,0.957689,0.290652,0.001011,0.000665,1.260989
12,0,0,0,0,0.175633,0.094400,0.000508,0.000285,0.275616
13,0,0,0,0,0.543310,0.069105,0.000430,0.000468,0.620075
14,0,0,0,0,0.579471,0.082222,0.000442,0.000383,0.671166
15,0,0,0,0,0.179848,0.093832,0.000414,0.000279,0.279128
16,0,0,0,0,0.170590,0.096110,0.000394,0.000288,0.272624
17,0,0,0,0,0.555897,0.079641,0.000454,0.000423,0.644469
18,0,0,0,0,0.452536,0.088286,0.000323,0.000328,0.551100
19,0,0,0,0,0.179814,0.086096,0.000475,0.000284,0.271209
20,0,0,0,0,0.160555,0.082749,0.000570,0.000279,0.248067
21,0,0,0,0,0.186030,0.090387,0.000528,0.000309,0.282364
22,0,0,0,0,0.732691,0.342475,0.001140,0.000701,1.087790
23,0,0,0,0,0.545311,0.227620,0.000923,0.000547,0.781158
24,0,0,0,0,0.429954,0.181919,0.000676,0.000481,0.619590
25,0,0,0,0,0.171199,0.093441,0.000427,0.000281,0.269949
26,0,0,0,0,0.169367,0.082679,0.000294,0.000282,0.256828
27,0,0,0,0,0.148402,0.063374,0.000502,0.000290,0.215798
28,0,0,0,0,0.172534,0.090026,0.000346,0.000369,0.268145
29,0,0,0,0,0.139207,0.061567,0.000392,0.000285,0.204289
30,0,0,0,0,0.162941,0.079200,0.000426,0.000305,0.246373
31,0,0,0,0,0.170015,0.081181,0.000400,0.000319,0.256940
32,0,0,0,0,0.177198,0.080194,0.000372,0.000433,0.262190
33,0,0,0,0,0.159608,0.076318,0.000396,0.000302,0.240378
34,0,0,0,0,0.401389,0.087419,0.000532,0.000400,0.494368
35,0,0,0,0,0.388044,0.085324,0.000364,0.000389,0.504973
36,0,0,0,0,0.173172,0.089446,0.000424,0.000447,0.267666
37,0,0,0,0,0.528061,0.073123,0.000453,0.000277,0.609762
38,0,0,0,0,0.170982,0.281856,0.000396,0.000377,0.457208
39,0,0,0,0,0.159459,0.088473,0.000500,0.000318,0.252950
40,0,0,0,0,0.169036,0.084877,0.000454,0.000376,0.258578
41,0,0,0,0,0.183375,0.094613,0.000384,0.000293,0.282840
42,0,0,0,0,0.186291,0.091879,0.000573,0.000285,0.284121
43,0,0,0,0,0.478451,0.129730,0.000408,0.000273,0.613213
44,0,0,0,0,0.175761,0.084713,0.000572,0.000293,0.264808
45,0,0,0,0,0.165412,0.084642,0.000397,0.000374,0.254961
46,0,0,0,0,0.174181,0.088023,0.000566,0.000301,0.267619
47,0,0,0,0,0.184311,0.083519,0.003140,0.000283,0.275486
48,0,0,0,0,0.152138,0.062416,0.000237,0.000186,0.218318
49,0,0,0,0,0.162366,0.084057,0.000382,0.000285,0.250990
50,0,0,0,0,0.139411,0.064931,0.000376,0.000278,0.207731
51,0,0,0,0,0.172875,0.084717,0.000564,0.000407,0.262348
52,0,0,0,0,0.181949,0.092186,0.000457,0.000422,0.280059
53,0,0,0,0,0.182281,0.090831,0.000407,0.000290,0.279282
54,0,0,0,0,0.174384,0.077594,0.000549,0.000294,0.256377
55,0,0,0,0,0.165285,0.091437,0.000632,0.000303,0.262027
56,0,0,0,0,0.186811,0.087242,0.000415,0.000286,0.278924
57,0,0,0,0,0.191761,0.089828,0.000436,0.000292,0.287695
