iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,78,0,77,0,0.865085,0.197505,1.158558,0.004401,2.414793
2,0,0,0,0,0.746299,0.163866,37.250000,0.000088,38.165004
3,0,0,0,0,0.513362,0.122459,14.926047,0.000088,15.565799
4,0,0,0,5,0.806082,0.222879,19.029111,0.000086,20.060830
5,0,0,0,3,0.540692,0.126937,12.532130,0.000085,13.201819
6,0,0,0,0,0.793926,0.127492,16.516189,0.000194,17.442727
7,0,0,0,0,1.713580,0.135902,29.349880,0.000108,31.205703
8,0,0,0,0,0.515455,0.132984,15.364713,0.000090,16.016407
9,0,0,0,0,0.605706,0.130845,17.483845,0.000228,18.222831
10,0,0,0,0,0.513215,0.159238,11.670369,0.000083,12.345356
11,0,0,0,0,0.502068,0.122770,11.783256,0.000087,12.410282
12,0,0,0,1,1.600441,0.265895,24.590387,0.000208,26.463558
13,0,0,0,0,0.790524,0.159728,16.018951,0.000077,16.971848
14,0,0,0,0,0.507944,0.132417,12.376019,0.000086,13.018569
15,0,0,0,0,0.689731,0.142402,12.223221,0.000080,13.057898
16,0,0,0,0,0.465757,0.130029,11.792000,0.000066,12.390797
17,0,0,0,0,0.663436,0.130823,17.370521,0.000223,18.167447
18,0,0,0,0,2.388879,0.141719,22.557798,0.000201,25.094428
19,0,0,0,0,0.668299,0.185634,16.065185,0.000083,16.922728
20,0,0,0,0,0.585070,0.169575,13.598536,0.000078,14.355763
21,0,0,0,0,0.545552,0.157986,11.994826,0.000083,12.700765
22,0,0,0,0,0.707648,0.131623,16.339368,0.000221,17.181327
23,0,0,0,0,0.531229,0.120671,13.631010,0.000084,14.285896
24,0,0,0,0,0.449559,0.130343,12.114025,0.000107,12.696255
25,0,0,0,0,0.446931,0.135206,15.002981,0.000087,15.587093
26,0,0,0,0,0.438286,0.270587,13.611293,0.000224,14.324112
27,0,0,0,0,0.511300,0.126385,13.054814,0.000214,13.695989
28,0,0,0,0,0.500692,0.130545,12.221954,0.000201,12.856627
29,0,0,0,0,0.475579,0.134949,13.765082,0.000093,14.378009
30,0,0,0,0,0.455839,0.136930,14.122534,0.000074,14.717625
31,0,0,0,0,0.441871,0.132735,12.728869,0.000067,13.305751
32,0,0,0,0,0.453991,0.131683,12.386093,0.000084,12.974745
33,0,0,0,0,0.577685,0.133146,26.888024,0.000100,27.601929
34,0,0,0,0,0.662480,0.143851,14.474261,0.000073,15.284431
35,0,0,0,0,0.470319,0.129811,12.553721,0.000054,13.156468
36,0,0,0,0,1.285975,0.188842,12.997131,0.000069,14.474490
37,0,0,0,0,0.496879,0.135687,15.544372,0.000243,16.180114
38,0,0,0,0,0.690485,0.139226,12.720984,0.000207,13.557548
39,0,0,0,0,0.474697,0.131737,15.669119,0.000058,16.278508
40,0,0,0,0,0.486701,0.133225,13.973242,0.000215,14.596477
41,0,0,0,0,0.490411,0.133463,11.975648,0.000072,12.602599
42,0,0,0,0,0.465540,0.134049,12.180287,0.000086,12.783002
43,0,0,0,0,0.476410,0.183208,12.927814,0.000080,13.592721
44,0,0,0,0,0.495292,0.132792,16.134440,0.000073,16.765726
45,0,0,0,0,0.478202,0.142235,13.561989,0.000099,14.185033
46,0,0,0,0,0.461250,0.136374,14.657549,0.000082,15.257461
47,0,0,0,0,0.468141,0.130223,12.806663,0.000061,13.406951
48,0,0,0,0,0.475095,0.129943,22.350324,0.000060,22.958530
49,0,0,0,0,0.439233,0.152569,33.263492,0.000069,33.858127
50,0,0,0,0,0.507250,0.134427,15.485422,0.000070,16.130340
51,0,0,0,0,0.419982,0.125808,13.482974,0.000219,14.031107
52,0,0,0,0,0.446010,0.130485,12.131459,0.000104,12.710592
53,0,0,0,0,0.468398,0.149247,13.341736,0.000191,13.962116
54,0,0,0,0,0.461622,0.143354,12.155433,0.000189,12.763713
55,0,0,0,0,0.528615,0.134819,15.466938,0.000135,16.133816
56,0,0,0,0,0.476056,0.155000,12.238655,0.000214,12.873314
57,0,0,0,0,0.440233,0.145535,13.868547,0.000078,14.456667
58,0,0,0,0,0.491065,0.145992,12.063934,0.000089,12.704331
59,0,0,0,0,0.509062,0.145247,15.695079,0.000086,16.352932
60,0,0,0,0,0.469514,0.148297,12.302421,0.000059,12.923461
61,0,0,0,0,0.479117,0.145465,12.369448,0.000091,12.996989
62,0,0,0,0,1.383801,0.134085,24.185372,0.000074,25.709791
63,0,0,0,0,0.478817,0.134252,15.708724,0.000095,16.324456
64,0,0,0,0,0.484492,0.151329,15.756892,0.000134,16.396439
65,0,0,0,0,0.478839,0.138499,15.413810,0.000211,16.034238
66,0,0,0,0,0.433175,0.134935,14.307495,0.000150,14.877813
67,0,0,0,0,0.446466,0.132618,12.674374,0.000093,13.256584
68,0,0,0,0,0.478528,0.153050,12.483154,0.000099,13.117926
69,0,0,0,0,0.458785,0.151541,12.759446,0.000168,13.373687
