iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,50,0,49,0,0.780253,0.316992,0.000353,0.008143,1.303307
2,0,0,0,0,0.460423,0.142354,0.000180,0.000092,0.605832
3,0,0,0,0,0.695576,0.136515,0.000280,0.000182,0.837560
4,0,0,0,0,0.406771,0.126407,0.000168,0.000191,0.537279
5,0,0,0,0,0.480945,0.124768,0.000347,0.000285,0.612296
6,0,0,0,0,0.467962,0.146038,0.000189,0.000099,0.617302
7,0,0,0,0,0.466658,0.139690,0.000386,0.000192,0.611352
8,0,0,0,0,0.339133,0.105122,0.000191,0.000079,0.447295
9,0,0,0,0,0.361816,0.113657,0.000302,0.000218,0.479349
10,0,0,0,0,0.394397,0.121464,0.000144,0.000083,0.518816
11,0,0,0,0,0.554222,0.132077,0.000323,0.000289,0.691810
12,0,0,0,0,0.524958,0.104836,0.000217,0.000092,0.632243
13,0,0,0,0,0.386383,0.113119,0.000298,0.000178,0.505199
14,0,0,0,0,0.396741,0.118572,0.000156,0.000080,0.518175
15,0,0,0,0,0.435449,0.129322,0.000262,0.000179,0.570533
16,0,0,0,0,0.387272,0.115261,0.000159,0.000082,0.505345
17,0,0,0,0,0.458985,0.113651,0.000457,0.000285,0.578419
18,0,0,0,0,0.406135,0.101670,0.000184,0.000079,0.511063
19,0,0,0,0,0.399118,0.115640,0.000300,0.000294,0.520220
20,0,0,0,0,0.370865,0.106564,0.000197,0.000194,0.481742
21,0,0,0,0,0.401541,0.116786,0.000325,0.000391,0.523487
22,0,0,0,0,0.376251,0.102961,0.000207,0.000191,0.481919
23,0,0,0,0,0.383415,0.116844,0.000196,0.000285,0.505001
24,0,0,0,0,0.409775,0.098154,0.000205,0.000090,0.510281
25,0,0,0,0,0.310173,0.116825,0.000141,0.000283,0.431636
26,0,0,0,0,0.316703,0.120891,0.000149,0.000234,0.440713
27,0,0,0,0,0.504751,0.117960,0.000393,0.000346,0.628016
28,0,0,0,0,0.336119,0.123362,0.000239,0.000093,0.462660
29,0,0,0,0,0.385702,0.132574,0.000367,0.000284,0.523779
30,0,0,0,0,0.518556,0.119733,0.000351,0.000180,0.643539
31,0,0,0,0,0.365126,0.137942,0.000160,0.000298,0.508385
32,0,0,0,0,0.295972,0.106728,0.000182,0.000091,0.405334
33,0,0,0,0,0.325127,0.116559,0.000291,0.000339,0.445942
34,0,0,0,0,0.449535,0.171231,0.000240,0.000116,0.624507
35,0,0,0,0,0.342410,0.123643,0.000341,0.000385,0.471089
36,0,0,0,0,0.299926,0.108597,0.000197,0.000081,0.411639
37,0,0,0,0,0.406548,0.120855,0.000397,0.000423,0.531781
38,0,0,0,0,0.411701,0.155316,0.000238,0.000194,0.571942
39,0,0,0,0,0.358224,0.117288,0.000307,0.000301,0.481238
