iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,24,0,23,0,0.861455,0.198919,0.000362,0.000293,1.853130
2,0,0,0,0,0.245977,0.099069,0.000290,0.000414,0.349952
3,0,0,0,0,0.783927,0.294023,0.000539,0.000385,1.085832
4,0,0,0,0,0.462263,0.166732,0.000317,0.000401,0.634882
5,0,0,0,0,0.557414,0.079262,0.000198,0.000098,0.642726
6,0,0,0,0,0.754980,0.277802,0.000568,0.000300,1.041003
7,0,0,0,0,0.550891,0.077275,0.000210,0.000202,0.634066
8,0,0,0,0,0.759297,0.293650,0.000668,0.000393,1.061877
9,0,0,0,0,0.451904,0.103542,0.000370,0.000353,0.562359
10,0,0,0,0,0.216015,0.088659,0.000523,0.000413,0.310222
11,0,0,0,0,0.500389,0.082436,0.000259,0.000305,0.588685
12,0,0,0,0,0.231245,0.102495,0.000392,0.000416,0.338622
13,0,0,0,0,0.211575,0.081255,0.000292,0.000310,0.296056
14,0,0,0,0,0.597910,0.098220,0.000455,0.000317,0.705673
15,0,0,0,0,0.207354,0.085632,0.000426,0.000421,0.297655
16,0,0,0,0,0.538710,0.086215,0.000332,0.000271,0.631892
17,0,0,0,0,0.211271,0.077414,0.000191,0.000307,0.292287
18,0,0,0,0,0.402573,0.171809,0.000321,0.000476,0.581940
19,0,0,0,0,0.603119,0.093589,0.000260,0.000418,0.704077
20,0,0,0,0,0.199376,0.078414,0.000266,0.000087,0.280983
21,0,0,0,0,0.216731,0.092936,0.000399,0.000290,0.313562
22,0,0,0,0,1.212516,0.175429,0.000131,0.000087,1.397258
23,0,0,0,0,0.853503,0.350238,0.000681,0.000827,1.213482
24,0,0,0,0,0.237413,0.097294,0.000384,0.000396,0.339361
25,0,0,0,0,0.261549,0.093460,0.000311,0.000325,0.359702
26,0,0,0,0,0.231695,0.103243,0.000504,0.000529,0.339562
27,0,0,0,0,0.487312,0.076396,0.000236,0.000161,0.567442
28,0,0,0,0,0.244068,0.105922,0.000396,0.000283,0.355416
29,0,0,0,0,0.503528,0.074817,0.000320,0.000296,0.584310
30,0,0,0,0,0.432613,0.183629,0.000391,0.000477,0.622605
31,0,0,0,0,0.190510,0.078674,0.000289,0.000090,0.271822
32,0,0,0,0,0.220304,0.092592,0.000373,0.000412,0.317039
33,0,0,0,0,0.203794,0.079387,0.000297,0.000078,0.285827
34,0,0,0,0,0.219881,0.093623,0.000370,0.000309,0.317265
35,0,0,0,0,1.505488,0.585029,0.001128,0.000829,2.106575
36,0,0,0,0,0.233831,0.098318,0.000483,0.000387,0.337816
37,0,0,0,0,0.548562,0.075427,0.000446,0.000315,0.629536
38,0,0,0,0,0.219985,0.095102,0.000420,0.000296,0.320494
39,0,0,0,0,0.235404,0.098181,0.000297,0.000306,0.337832
40,0,0,0,0,0.207176,0.087424,0.000504,0.000318,0.298907
41,0,0,0,0,0.218791,0.097364,0.000408,0.000401,0.320478
42,0,0,0,0,0.246470,0.100559,0.000392,0.000407,0.352597
43,0,0,0,0,0.222555,0.085534,0.000195,0.000287,0.311434
44,0,0,0,0,0.194477,0.076650,0.000300,0.000182,0.275462
45,0,0,0,0,0.223351,0.084072,0.000192,0.000373,0.310651
46,0,0,0,0,0.179331,0.066925,0.000191,0.000086,0.249797
47,0,0,0,0,0.220242,0.287228,0.000340,0.000083,0.511169
48,0,0,0,0,0.199491,0.090577,0.000287,0.000396,0.293957
49,0,0,0,0,0.221013,0.083189,0.000475,0.000462,0.308508
50,0,0,0,0,0.215743,0.091564,0.000367,0.000386,0.311205
51,0,0,0,0,0.227436,0.080228,0.000218,0.000294,0.312444
52,0,0,0,0,0.195891,0.087464,0.000297,0.000198,0.286746
53,0,0,0,0,0.223106,0.095416,0.000531,0.000507,0.323158
54,0,0,0,0,0.210078,0.088289,0.000289,0.000413,0.302348
55,0,0,0,0,0.226003,0.094819,0.000299,0.000297,0.325023
56,0,0,0,0,0.194209,0.077584,0.000286,0.000076,0.274717
57,0,0,0,0,0.215310,0.080469,0.000186,0.000125,0.300030
58,0,0,0,0,0.202065,0.078547,0.000394,0.000079,0.284905
