iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,61,0,58,0,4.670415,0.353401,0.000448,0.000346,28.703213
2,0,0,0,0,3.206059,0.271264,0.000218,0.000317,3.481332
3,0,0,0,0,2.956010,0.274383,0.000241,0.000300,3.235548
4,0,0,0,0,3.418649,0.276831,0.000310,0.000092,3.701018
5,0,0,0,0,3.623897,0.327336,0.000463,0.000088,3.956110
6,0,0,0,0,2.755078,0.299435,0.000504,0.000204,3.060159
7,0,0,0,0,2.785448,0.336602,0.000202,0.000407,3.126997
8,0,0,0,0,5.179181,0.354935,0.000256,0.000394,5.545154
9,0,0,0,0,5.449131,0.263628,0.000398,0.000276,5.718178
10,0,0,0,0,2.719485,0.270152,0.000302,0.000251,2.993632
11,0,0,0,0,2.698403,0.276260,0.000447,0.000088,2.979197
12,0,0,0,0,2.710970,0.322269,0.000433,0.000409,3.039536
13,0,0,0,0,2.671597,0.373878,0.000224,0.000300,3.051680
14,0,0,0,0,2.693870,0.281969,0.000305,0.000407,2.979906
15,0,0,0,0,3.096051,0.335350,0.000316,0.000187,3.440416
16,0,0,0,0,2.735670,0.500404,0.000326,0.000099,3.241009
17,0,0,0,0,5.721177,0.266213,0.000320,0.000187,5.995902
18,0,0,0,0,3.004153,2.673948,0.000283,0.000081,5.683418
19,0,0,0,0,4.993494,0.326531,0.000327,0.000431,5.331021
20,0,0,0,0,5.616149,0.293520,0.000521,0.000284,5.918804
21,0,0,0,0,2.692393,0.385949,0.000380,0.000087,3.083380
22,0,0,0,0,2.682315,0.278270,0.000318,0.000284,2.964186
23,0,0,0,0,2.698495,0.346003,0.000227,0.000192,3.049449
24,0,0,0,0,2.945746,0.270216,0.000330,0.000282,3.220579
25,0,0,0,0,2.701125,0.398046,0.000324,0.000183,3.104567
26,0,0,0,0,2.706200,0.298913,0.000332,0.000620,3.011924
27,0,0,0,0,2.639209,0.304844,0.000317,0.000287,2.948490
28,0,0,0,0,4.362418,1.030996,0.000308,0.000390,5.397903
29,0,0,0,0,2.723116,0.304594,0.000610,0.000293,3.033659
30,0,0,0,0,3.556090,0.290201,0.000425,0.000095,3.851972
31,0,0,0,0,2.663896,0.298044,0.000452,0.000095,2.967900
32,0,0,0,0,2.745631,0.288867,0.000238,0.000321,3.041027
33,0,0,0,0,2.706350,0.282371,0.000282,0.000298,2.992396
34,0,0,0,0,2.767449,0.291910,0.000245,0.000410,3.065405
35,0,0,0,0,2.692699,0.346338,0.000401,0.000397,3.044612
36,0,0,0,0,3.646889,0.287953,0.000307,0.000085,3.939161
37,0,0,0,0,2.685381,0.285040,0.000571,0.000277,2.974823
38,0,0,0,0,2.698604,0.280212,0.000250,0.000138,2.984377
39,0,0,0,0,2.556530,0.405590,0.000210,0.000145,2.967158
