sequence,i,j,i_stamp_ns,j_stamp_ns,branch,inter_robot,measured_distance_m,gt_distance_m,distance_error_m,distance_flag,rmse_m,overlap,native_inliers,acceptance_gate_violations,cycle_neighbours,cycle_inconsistent_neighbours,cycle_eligible,cycle_flag,cycle_translation_median_m,cycle_rotation_median_deg
Library 1,Bob:469,Carol:450,1660900801222000000,,mapclosures,True,4.138592187077743,3.877336855278593,0.2612553317991497,False,0.3475632409569765,0.6934430689702081,6,,0,0,False,,,
Library 1,Bob:495,Carol:475,1660900825222000000,1660900822231000000,mapclosures,True,5.7834884387000445,,,,0.325473213974242,0.47322829274947137,6,,0,0,False,,,
Library 1,Carol:8,Carol:464,,1660900812831000000,mapclosures+megaloc,False,0.9031903384502845,1.5927804140521158,0.6895900756018313,False,0.32823005324716836,0.8144544822793607,12,,0,0,False,,,
Library 1,Carol:15,Carol:470,,1660900818031000000,mapclosures+megaloc,False,1.1210228068251975,,,,0.3247198291133241,0.8137141916364834,10,,0,0,False,,,
Library 1,Carol:16,Carol:472,1660900403927000000,1660900819631000000,mapclosures+megaloc,False,0.35814362864718297,,,,0.3470831691241766,0.8495493991989319,17,,0,0,False,,,
Library 1,Carol:17,Carol:475,1660900404927000000,1660900822231000000,mapclosures+megaloc,False,2.003844138877428,,,,0.3097112075233809,0.8339131027897142,8,,0,0,False,,,
Library 1,Carol:20,Carol:476,1660900407927000000,1660900823131000000,mapclosures+megaloc,False,0.061802692400511394,,,,0.2487898378556352,0.83861113180836,16,,0,0,False,,,
Library 1,Carol:21,Carol:479,,1660900827031000000,mapclosures+megaloc,False,1.478579368464178,,,,0.3028405712156352,0.8149576590928146,11,,0,0,False,,,
Library 1,Carol:21,Carol:480,,1660900829031000000,megaloc,False,1.51479998799973,,,,0.3150425017823006,0.7156544054747648,18,,0,0,False,,,
Library 1,Carol:21,Carol:481,,1660900831031000000,megaloc,False,1.5065230808384344,,,,0.34556438030164577,0.5166809238665526,8,,0,0,False,,,
Library 1,Carol:22,Carol:478,1660900409827000000,1660900825031000000,mapclosures+megaloc,False,0.14709796646117282,,,,0.28877749030735905,0.8653264689057776,17,,0,0,False,,,
Library 1,Carol:23,Carol:479,1660900410827000000,1660900827031000000,mapclosures+megaloc,False,0.6619778744261202,,,,0.2957372975169268,0.8760794835247757,17,,0,0,False,,,
Playground 2,Alpha:4,Bob:5,,1661164296867000000,mapclosures+megaloc,True,3.227164995036801,3.519509630732548,0.2923446356957471,False,0.33536565628981135,0.6914594265723629,12,,0,0,False,,,
Playground 2,Alpha:5,Bob:3,,1661164296468000000,mapclosures,True,3.2674766311827748,3.683231610659626,0.41575497947685136,False,0.33478524769082396,0.6229333711771802,16,,0,0,False,,,
Playground 2,Alpha:7,Bob:11,,1661164299466000000,mapclosures+megaloc,True,3.0093069214395616,3.433752015235741,0.42444509379617923,False,0.34538949465152896,0.7193843898864053,15,,0,0,False,,,
Playground 2,Alpha:8,Bob:14,,1661164301266000000,mapclosures+megaloc,True,4.99610034238912,5.355490675821907,0.3593903334327875,False,0.32042615386360135,0.7137480325737358,26,,0,0,False,,,
Playground 2,Alpha:8,Bob:15,,1661164301866000000,mapclosures+megaloc,True,5.847274511317408,6.186252395465101,0.3389778841476936,False,0.34829644830127987,0.7116654954321855,10,,0,0,False,,,
Playground 2,Alpha:8,Bob:19,,1661164304266000000,mapclosures+megaloc,True,9.763132607152087,9.967969141270258,0.20483653411817038,False,0.3426722017064981,0.7050394854677197,12,,0,0,False,,,
Playground 2,Alpha:8,Bob:23,,1661164306666000000,mapclosures+megaloc,True,13.953975099940196,14.057002926574935,0.10302782663473842,False,0.3299952248793752,0.6449564438655052,9,,0,0,False,,,
Playground 2,Alpha:10,Bob:1,1661164292738000000,1661164292668000000,mapclosures,True,4.356891511934498,4.556445251653368,0.19955373971886914,False,0.32486077950634723,0.35392149119342864,8,,3,0,True,False,0.1613346681035079,0.44526272883275003
Playground 2,Alpha:10,Bob:18,1661164292738000000,1661164303666000000,mapclosures,True,8.312821635191053,8.720490571575004,0.40766893638395096,False,0.3424519880601072,0.7251415984896161,16,,2,0,False,,0.08854450082270798,0.236498787433343
Playground 2,Alpha:12,Carol:1,1661164293138000000,,mapclosures,True,7.180603205962423,7.294495928655075,0.11389272269265227,False,0.3412799713734991,0.3515220700152207,10,,0,0,False,,,
Playground 2,Alpha:16,Bob:1,1661164294939000000,1661164292668000000,mapclosures,True,5.684089260001786,5.837604038850608,0.15351477884882225,False,0.3230080129836349,0.3195233476513787,6,,3,0,True,False,0.22712597326314052,0.6169290279184071
Playground 2,Alpha:17,Bob:30,,1661164310666000000,mapclosures,True,19.289172862828412,19.693071160751202,0.4038982979227903,False,0.3276933814102474,0.5547231492201866,7,,0,0,False,,,
Playground 2,Alpha:19,Carol:4,1661164296839000000,,mapclosures,True,11.825780131953259,11.906822126939462,0.08104199498620268,False,0.34938994720630334,0.5364605244706212,6,,0,0,False,,,
Playground 2,Alpha:25,Bob:11,1661164300039000000,1661164299466000000,mapclosures,True,12.693153694404204,13.105396204692322,0.4122425102881184,False,0.3499957892589832,0.6636109167249825,14,,4,0,True,False,0.12698023352209295,0.35953035349218077
Playground 2,Alpha:26,Bob:26,,1661164308466000000,mapclosures,True,16.770036038965827,17.049735570446956,0.27969953148112836,False,0.3207819514291676,0.5843491663163795,6,,0,0,False,,,
Playground 2,Alpha:28,Carol:15,1661164301838000000,,mapclosures,True,25.393782534169638,25.785740917886976,0.3919583837173377,False,0.3451639387374265,0.47659358946530644,6,,0,0,False,,,
Playground 2,Alpha:29,Bob:15,1661164302238000000,1661164301866000000,mapclosures+megaloc,True,13.650124194404217,14.091511103106287,0.44138690870206965,False,0.3452729341452052,0.6861397479954181,11,,4,0,True,False,0.152671796466199,0.33209532253812657
Playground 2,Alpha:46,Bob:43,,1661164318566000000,mapclosures,True,4.486067800354247,4.7641183907790765,0.2780505904248294,False,0.3464021745767958,0.6015138772077376,6,,0,0,False,,,
Playground 2,Alpha:46,Bob:49,,1661164321066000000,mapclosures,True,5.887884932175762,6.105524712176376,0.21763978000061357,False,0.3308074150237684,0.6211940298507462,8,,0,0,False,,,
Playground 2,Alpha:46,Bob:53,,1661164323466000000,mapclosures,True,10.078369333586148,10.215547034518831,0.13717770093268378,False,0.3313849490693044,0.6052872162120981,7,,0,0,False,,,
Playground 2,Alpha:59,Bob:55,,1661164324666000000,megaloc,True,6.6541140456106245,6.641148004976048,0.012966040634576181,False,0.3370890983119038,0.6552111771318452,6,,0,0,False,,,
Playground 2,Alpha:68,Bob:46,1661164320238000000,,mapclosures,True,5.815909250596435,5.469828189028962,0.34608106156747276,False,0.31462617695849066,0.6415489678721092,9,,0,0,False,,,
Playground 2,Alpha:110,Bob:120,,1661164361767000000,megaloc,True,1.9063944851883863,1.341431367260813,0.5649631179275734,False,0.2586489926232781,0.6796498905908096,7,,0,0,False,,,
Playground 2,Alpha:117,Bob:146,,1661164375068000000,mapclosures,True,18.293524240615458,18.74774003256936,0.45421579195390294,False,0.32899743254185576,0.4374477337347383,6,,0,0,False,,,
Playground 2,Alpha:119,Bob:156,,1661164380968000000,megaloc,True,17.53547059211222,17.971789536184843,0.4363189440726245,False,0.33442392564011414,0.41078975718902794,9,,0,0,False,,,
Playground 2,Alpha:142,Carol:124,1661164362340000000,,megaloc,True,17.54417748979094,17.844658566150546,0.3004810763596062,False,0.31292415255054806,0.34138124649073553,6,,0,0,False,,,
Playground 2,Alpha:152,Bob:168,,1661164388168000000,megaloc,True,20.93368398439642,21.32429167822572,0.39060769382929905,False,0.31773735146589477,0.4518218623481781,6,,0,0,False,,,
Playground 2,Alpha:154,Carol:168,1661164368940000000,,megaloc,True,14.354835618358996,14.715939122946088,0.36110350458709206,False,0.33037505217431434,0.32516859651355134,6,,0,0,False,,,
Playground 2,Alpha:156,Bob:196,,1661164403367000000,mapclosures,True,2.7326283984428037,2.8512679546505333,0.11863955620772959,False,0.2950814853982812,0.6655929283092367,10,,0,0,False,,,
Playground 2,Alpha:157,Bob:192,,1661164400967000000,mapclosures,True,6.901966284892002,7.008630789244644,0.10666450435264174,False,0.3263564815779439,0.6221786064769381,8,,0,0,False,,,
Playground 2,Alpha:161,Bob:200,,1661164405767000000,mapclosures,True,4.431749037051748,4.195689381545622,0.23605965550612584,False,0.28858328762380286,0.7330705212439772,6,,0,0,False,,,
Playground 2,Alpha:164,Carol:126,1661164373240000000,,megaloc,True,11.518022237147722,11.674838453424009,0.15681621627628672,False,0.3312738187198279,0.39633598340822673,6,,0,0,False,,,
Playground 2,Alpha:177,Bob:172,,1661164390567000000,megaloc,True,21.860939305760358,21.91036330686284,0.04942400110248357,False,0.31754371743931603,0.5095314573004679,7,,0,0,False,,,
Playground 2,Alpha:182,Alpha:278,,1661164409140000000,megaloc,False,9.98252950904607,10.023987473143482,0.04145796409741109,False,0.3116730898738827,0.6523661134864845,8,,0,0,False,,,
Playground 2,Alpha:182,Alpha:281,,1661164411240000000,megaloc,False,7.366237047675171,7.4752851302307635,0.10904808255559217,False,0.31397656543840696,0.687450357426529,14,,0,0,False,,,
Playground 2,Alpha:182,Alpha:297,,1661164419940000000,mapclosures+megaloc,False,4.579790472682221,4.449981494978482,0.129808977703739,False,0.2833156597504522,0.7942886966895317,11,,0,0,False,,,
Playground 2,Alpha:182,Alpha:302,,1661164422040000000,megaloc,False,7.531016256382125,7.436445748444527,0.0945705079375978,False,0.2717357226607752,0.7899642111541902,26,,0,0,False,,,
Playground 2,Alpha:182,Alpha:307,,1661164424040000000,megaloc,False,9.96753383593903,9.982783178004368,0.015249342065338567,False,0.29685628456286417,0.7622278556516552,7,,0,0,False,,,
Playground 2,Alpha:182,Bob:188,,1661164398467000000,megaloc,True,12.146233061015444,11.790134556699865,0.3560985043155789,False,0.32479946834224954,0.6166251168588345,14,,0,0,False,,,
Playground 2,Alpha:183,Carol:174,1661164379340000000,,mapclosures,True,7.119003659530918,7.315667078292897,0.1966634187619789,False,0.32962205303426345,0.43952285618952286,6,,0,0,False,,,
Playground 2,Alpha:184,Carol:166,1661164379640000000,,megaloc,True,6.863249669566682,7.12775057969078,0.2645009101240978,False,0.32151170217782127,0.48326112642772745,9,,0,0,False,,,
Playground 2,Alpha:186,Alpha:299,,1661164420940000000,mapclosures,False,5.104469662313806,5.185959236646263,0.08148957433245663,False,0.28428479107504917,0.8196045552993781,11,,0,0,False,,,
Playground 2,Alpha:188,Alpha:281,,1661164411240000000,mapclosures,False,8.455863868383311,8.357950523784409,0.09791334459890244,False,0.316277884003174,0.733756949960286,9,,0,0,False,,,
Playground 2,Alpha:188,Alpha:295,,1661164418740000000,mapclosures,False,4.313781969542563,4.284466952894412,0.029315016648150838,False,0.2809610790510065,0.8208924672489083,18,,0,0,False,,,
Playground 2,Alpha:192,Alpha:304,1661164381340000000,1661164422940000000,mapclosures,False,8.542085084969658,8.717798603065237,0.1757135180955789,False,0.2972692036639045,0.765484759619657,11,,0,0,False,,,
Playground 2,Alpha:192,Carol:179,1661164381340000000,,mapclosures,True,11.019552795451826,11.021985240324456,0.0024324448726300574,False,0.34477287951514596,0.4552555612158261,6,,0,0,False,,,
Playground 2,Alpha:194,Carol:177,1661164381741000000,,megaloc,True,8.038373807692578,7.933375793543549,0.10499801414902876,False,0.3445792666619272,0.45598326359832636,12,,0,0,False,,,
Playground 2,Alpha:197,Alpha:286,,1661164413640000000,mapclosures,False,2.88577815627115,3.086270644666692,0.2004924883955419,False,0.28003988137148633,0.7715827338129496,10,,0,0,False,,,
Playground 2,Alpha:201,Alpha:290,1661164383841000000,1661164416240000000,mapclosures,False,2.4894481132478434,2.7639048919309728,0.27445677868312934,False,0.2751509915017606,0.8456909520739307,16,,0,0,False,,,
Playground 2,Alpha:201,Carol:182,1661164383841000000,,mapclosures,True,11.559935795299138,11.266890027294188,0.29304576800494964,False,0.32107916840641676,0.43798516474038296,7,,0,0,False,,,
Playground 2,Alpha:210,Alpha:290,1661164386240000000,1661164416240000000,mapclosures+megaloc,False,3.064182734687391,2.9918901115544627,0.07229262313292839,False,0.2753048034280798,0.845782237086585,14,,0,0,False,,,
Playground 2,Alpha:210,Carol:214,1661164386240000000,,mapclosures,True,12.999943009976382,13.17563985632072,0.17569684634433713,False,0.3263974929894368,0.40286415711947626,7,,0,0,False,,,
Playground 2,Alpha:219,Carol:178,1661164389039000000,,mapclosures,True,10.84395429087969,10.417043112743537,0.4269111781361534,False,0.3189963851479573,0.44363666750229797,6,,0,0,False,,,
Playground 2,Alpha:232,Carol:129,1661164392842000000,,mapclosures,True,6.346432604571126,6.7671479056513775,0.4207153010802518,False,0.3225507196784619,0.5127520363199359,6,,0,0,False,,,
Playground 2,Alpha:237,Carol:167,1661164394741000000,,megaloc,True,0.22259834230831083,0.22899689878767238,0.00639855647936155,False,0.3372487962585882,0.5231008153228938,11,,0,0,False,,,
Playground 2,Alpha:238,Carol:169,1661164395041000000,,mapclosures+megaloc,True,0.7174090631375164,0.7241409397895662,0.006731876652049773,False,0.34184856471367503,0.4995151194569338,11,,0,0,False,,,
Playground 2,Alpha:245,Carol:175,1661164396741000000,,megaloc,True,1.1426727469430091,0.9246496661615712,0.21802308078143795,False,0.34017861189529924,0.4969253780953964,30,,0,0,False,,,
Playground 2,Alpha:246,Bob:184,1661164396941000000,,mapclosures,True,15.395173339788158,15.219295442482952,0.17587789730520598,False,0.33458509116228446,0.6484285009050519,6,,0,0,False,,,
Playground 2,Alpha:247,Carol:176,1661164397142000000,,mapclosures+megaloc,True,1.2894993039951783,0.8615561310037134,0.4279431729914649,False,0.3371098451804871,0.49561586638830896,11,,0,0,False,,,
Playground 2,Alpha:248,Bob:188,,1661164398467000000,mapclosures,True,13.792289051010112,13.518218578866435,0.2740704721436771,False,0.3281194863796539,0.6690557806170147,6,,0,0,False,,,
Playground 2,Alpha:250,Carol:177,1661164398843000000,,mapclosures+megaloc,True,1.3633057794268717,1.101864340082196,0.2614414393446758,False,0.33853939399948213,0.4897907949790795,7,,0,0,False,,,
Playground 2,Alpha:253,Carol:180,1661164400944000000,,mapclosures+megaloc,True,0.9761148287283289,0.9149979978443838,0.06111683088394504,False,0.3385631612058546,0.4900588787439201,8,,0,0,False,,,
Playground 2,Alpha:254,Carol:179,1661164401645000000,,mapclosures+megaloc,True,2.96417778707955,3.007955432814487,0.04377764573493703,False,0.34513157140294815,0.4698590592630328,7,,0,0,False,,,
Playground 2,Alpha:255,Bob:189,1661164401845000000,,mapclosures,True,16.059408349918755,15.614915160667776,0.4444931892509789,False,0.33936183268351666,0.6203761268262357,7,,0,0,False,,,
Playground 2,Alpha:262,Carol:185,1661164403741000000,,mapclosures,True,4.126527556523167,3.8662139906549218,0.2603135658682456,False,0.34343481871859505,0.49346150515285353,8,,0,0,False,,,
Playground 2,Alpha:269,Bob:191,1661164405640000000,1661164400267000000,mapclosures,True,13.372954027126237,13.154923491256499,0.21803053586973853,False,0.3319156306576714,0.6535209159619846,6,,0,0,False,,,
Playground 2,Alpha:269,Carol:152,1661164405640000000,,megaloc,True,5.838248311647032,5.934703119732245,0.09645480808521345,False,0.34566341795499816,0.5286354792318755,11,,0,0,False,,,
Playground 2,Alpha:270,Carol:162,1661164405840000000,,mapclosures+megaloc,True,5.161171845409999,5.15918120634725,0.001990639062749544,False,0.3298317451379451,0.6138719107095403,8,,0,0,False,,,
Playground 2,Alpha:276,Bob:189,1661164407740000000,,mapclosures,True,12.788500601465069,12.152634529109973,0.6358660723550962,False,0.33396938536586146,0.6622559187468707,6,,0,0,False,,,
Playground 2,Alpha:276,Carol:149,1661164407740000000,,megaloc,True,10.354928057419745,10.580281468639944,0.22535341122019936,False,0.3424131347200607,0.5256704980842912,13,,0,0,False,,,
Playground 2,Alpha:277,Carol:166,1661164408440000000,,mapclosures+megaloc,True,5.484877651056159,4.993111269829018,0.49176638122714156,False,0.33008852227092833,0.6063410791650256,13,,0,0,False,,,
Playground 2,Alpha:279,Carol:164,1661164409840000000,,mapclosures+megaloc,True,4.048674955418728,3.427961114375042,0.6207138410436861,False,0.3327254077758567,0.605859479753285,9,,0,0,False,,,
Playground 2,Alpha:280,Bob:194,1661164410540000000,,mapclosures+megaloc,True,13.934811763526037,13.478406156818275,0.45640560670776154,False,0.3290540349034952,0.5890716261912081,10,,0,0,False,,,
Playground 2,Alpha:282,Carol:163,1661164412040000000,,megaloc,True,4.825566736038794,4.32808018682219,0.49748654921660407,False,0.3399466965202352,0.5259481037924152,15,,0,0,False,,,
Playground 2,Alpha:282,Carol:177,1661164412040000000,,mapclosures,True,2.2121982021944366,2.183570628092054,0.028627574102382702,False,0.343653813787421,0.46619246861924685,6,,0,0,False,,,
Playground 2,Alpha:287,Bob:193,1661164414340000000,,mapclosures,True,10.926275813274556,10.425151264918638,0.5011245483559179,False,0.3088193474394319,0.6463381057268722,7,,0,0,False,,,
Playground 2,Alpha:287,Carol:330,1661164414340000000,,megaloc,True,6.47868965025015,6.315835490422943,0.16285415982720686,False,0.3343959530246051,0.4405176260597947,7,,0,0,False,,,
Playground 2,Alpha:289,Carol:214,1661164415540000000,,mapclosures,True,11.615523487190243,11.86284927830022,0.24732579110997754,False,0.3303441845681252,0.41112929623567923,6,,0,0,False,,,
Playground 2,Alpha:291,Carol:330,1661164416440000000,,megaloc,True,6.457221335211462,6.3973751359929345,0.059846199218527296,False,0.32522301279248916,0.4539045069165551,10,,0,0,False,,,
Playground 2,Alpha:292,Bob:201,1661164416640000000,,mapclosures,True,11.273701851614812,11.145965573467981,0.12773627814683053,False,0.2938002590621232,0.6048948539438742,7,,0,0,False,,,
Playground 2,Alpha:294,Carol:182,1661164418040000000,,mapclosures,True,15.888115813581193,15.779610757746083,0.10850505583510994,False,0.3250318039290233,0.40106951871657753,6,,0,0,False,,,
Playground 2,Alpha:295,Carol:161,1661164418740000000,,megaloc,True,11.68310006726049,11.736384045240726,0.053283977980235875,False,0.32008549997423597,0.419841932789308,7,,0,0,False,,,
Playground 2,Alpha:296,Bob:195,1661164419440000000,,megaloc,True,6.827590461965462,6.255873106594253,0.5717173553712094,False,0.2940930613163497,0.640357698289269,10,,0,0,False,,,
Playground 2,Alpha:296,Bob:196,1661164419440000000,1661164403367000000,mapclosures+megaloc,True,6.491972695858919,5.936205935071596,0.5557667607873222,False,0.2903441849220997,0.6550303393512623,7,,1,0,False,,0.01922849001989484,0.04918916116740454
Playground 2,Alpha:300,Bob:199,1661164421640000000,,megaloc,True,6.141940931411109,6.005049843128267,0.1368910882828418,False,0.295293667701954,0.6884810432262738,8,,0,0,False,,,
Playground 2,Alpha:301,Bob:194,1661164421840000000,,mapclosures+megaloc,True,9.305449099791122,9.333267948774502,0.027818848983379496,False,0.3037817387781986,0.6470631805051478,6,,0,0,False,,,
Playground 2,Alpha:308,Bob:188,1661164424240000000,1661164398467000000,megaloc,True,19.241629215167087,19.138734081395874,0.10289513377121295,False,0.32028507763272707,0.5039732003739482,9,,1,0,False,,0.01922849001989484,0.04918916116740454
Playground 2,Alpha:335,Bob:259,1661164438141000000,,megaloc,True,10.247027091161568,9.53803471148597,0.7089923796755979,False,0.285574392970344,0.5274809160305344,8,,0,0,False,,,
Playground 2,Alpha:337,Bob:302,,1661164458668000000,megaloc,True,10.55416827087139,11.024775694322363,0.4706074234509732,False,0.30110081722882637,0.5523703576929659,6,,0,0,False,,,
Playground 2,Alpha:342,Bob:274,,1661164443868000000,mapclosures,True,9.637906949706437,9.808670885939396,0.1707639362329587,False,0.2914237495824117,0.6853383754825494,6,,0,0,False,,,
Playground 2,Alpha:343,Alpha:390,,1661164476743000000,mapclosures,False,18.054671543692443,18.24344093689274,0.18876939320029607,False,0.28982343589253523,0.583501168130186,6,,0,0,False,,,
Playground 2,Alpha:349,Bob:277,1661164448341000000,,mapclosures,True,19.443644412379292,19.518737925457238,0.07509351307794532,False,0.3052872416748996,0.49203382287494435,6,,0,0,False,,,
Playground 2,Alpha:353,Bob:270,1661164453941000000,,mapclosures,True,16.975732510471683,17.18056190225591,0.20482939178422654,False,0.3131566547095822,0.43085413063174366,6,,0,0,False,,,
Playground 2,Alpha:355,Bob:308,,1661164462268000000,mapclosures,True,16.6620923722876,16.990717534358275,0.3286251620706757,False,0.3133724630895994,0.42262735519888345,6,,0,0,False,,,
Playground 2,Alpha:356,Bob:320,,1661164468570000000,mapclosures,True,12.87869463741445,13.300969260232343,0.4222746228178931,False,0.29426865992883555,0.5003506311360448,7,,0,0,False,,,
Playground 2,Alpha:358,Bob:315,,1661164466469000000,mapclosures,True,13.940789868616381,14.341897732200561,0.4011078635841798,False,0.3123571257163054,0.5733131669607596,6,,0,0,False,,,
Playground 2,Alpha:360,Bob:318,,1661164467969000000,megaloc,True,12.819436219540254,13.309734599856277,0.49029838031602324,False,0.3039508428423418,0.6355709238517627,15,,0,0,False,,,
Playground 2,Alpha:362,Carol:450,1661164462643000000,,mapclosures,True,16.753583560538633,16.692289807280094,0.06129375325853914,False,0.31610424902915574,0.3774108322324967,6,,0,0,False,,,
Playground 2,Alpha:369,Carol:450,1661164465241000000,,mapclosures,True,15.048193119835016,15.002760094830537,0.04543302500447943,False,0.3115616817520076,0.4082562747688243,12,,0,0,False,,,
Playground 2,Alpha:369,Carol:463,1661164465241000000,,megaloc,True,19.13847950459047,19.30489798911496,0.16641848452448826,False,0.3121412949360564,0.3668391229366839,21,,0,0,False,,,
Playground 2,Alpha:370,Bob:309,1661164466041000000,,mapclosures,True,14.415114615418139,14.543692520189747,0.1285779047716087,False,0.3034685191387173,0.5301944728761515,6,,0,0,False,,,
Playground 2,Alpha:371,Bob:267,1661164466741000000,,megaloc,True,20.214391520196493,20.61446501004386,0.40007348984736524,False,0.2908509011119241,0.4682296231375986,9,,0,0,False,,,
Playground 2,Alpha:373,Carol:458,1661164467941000000,,mapclosures,True,14.32490575160411,14.305976829461148,0.018928922142961824,False,0.3237870447528226,0.3671006121217346,6,,0,0,False,,,
Playground 2,Alpha:374,Bob:320,1661164468741000000,1661164468570000000,mapclosures,True,6.881149763513556,6.9440031372763045,0.06285337376274835,False,0.3078670814197154,0.6695652173913044,7,,2,0,False,,0.08459222917199923,0.062488112034303225
Playground 2,Alpha:374,Carol:460,1661164468741000000,,megaloc,True,14.401399622329146,14.619084902394741,0.21768528006559507,False,0.32318903488729767,0.35096515417397844,8,,0,0,False,,,
Playground 2,Alpha:378,Bob:322,1661164470041000000,1661164471170000000,mapclosures,True,8.159144232606502,8.055971024369523,0.10317320823697962,False,0.292505269626978,0.6765804214457188,9,,3,0,True,False,0.07990564863188375,0.058846453611002006
Playground 2,Alpha:378,Carol:470,1661164470041000000,,mapclosures,True,12.925257583822143,13.187983627880618,0.2627260440584749,False,0.3202671328556553,0.3483923483923484,8,,0,0,False,,,
Playground 2,Alpha:379,Bob:323,,1661164473170000000,mapclosures,True,8.015048784760817,7.982753355690654,0.03229542907016292,False,0.3221754917342337,0.6773023332508863,8,,0,0,False,,,
Playground 2,Alpha:381,Bob:319,1661164470841000000,,mapclosures,True,5.286582557762475,5.3904023401412955,0.10381978237882006,False,0.2985025478473711,0.6963279857397504,8,,0,0,False,,,
Playground 2,Alpha:384,Bob:319,1661164471842000000,,megaloc,True,4.183177979937228,4.389475241955757,0.20629726201852883,False,0.2992503768111011,0.7083065953654188,16,,0,0,False,,,
Playground 2,Alpha:385,Carol:477,1661164472343000000,,mapclosures,True,11.889528473644777,11.858925666140342,0.030602807504434892,False,0.3247020522989787,0.3872832369942196,8,,0,0,False,,,
Playground 2,Alpha:386,Bob:319,1661164473243000000,,mapclosures,True,2.828448072264615,3.188505125732138,0.36005705346752315,False,0.2939602991065288,0.7623529411764706,11,,0,0,False,,,
Playground 2,Alpha:387,Bob:318,1661164474143000000,1661164467969000000,mapclosures+megaloc,True,2.1878629949840893,2.739872967057186,0.5520099720730967,False,0.2974254568983788,0.7584685560457638,10,,4,0,True,False,0.11889870787110704,0.05987054823530993
Playground 2,Alpha:388,Carol:456,1661164474843000000,,mapclosures,True,16.106448515031243,16.058887753091987,0.047560761939255514,False,0.32002130812480606,0.4154331260401156,8,,0,0,False,,,
Playground 2,Alpha:389,Bob:319,1661164475443000000,,mapclosures+megaloc,True,2.0142569569046174,2.3469804735780824,0.332723516673465,False,0.3019106876895642,0.7724064171122995,9,,0,0,False,,,
Playground 2,Alpha:390,Bob:321,1661164476743000000,,mapclosures+megaloc,True,1.817712685866688,2.23810661903064,0.4203939331639517,False,0.3080311805988284,0.7261467889908257,8,,0,0,False,,,
Playground 2,Alpha:391,Bob:321,1661164477843000000,,mapclosures+megaloc,True,1.4726041668432706,1.9786200953054467,0.5060159284621761,False,0.312101088255682,0.6670642201834862,21,,0,0,False,,,
Playground 2,Alpha:391,Bob:326,1661164477843000000,1661164479170000000,megaloc,True,1.5576997659036045,2.0339595321281667,0.47625976622456223,False,0.34765331659976395,0.4223940938653542,18,,5,0,True,False,0.044681877308760685,0.10653220877134692
Playground 2,Alpha:392,Bob:325,1661164479043000000,,megaloc,True,1.4761258915997792,1.9239006354886645,0.4477747438888853,False,0.2633712603056664,0.39549060542797493,22,,0,0,False,,,
Playground 2,Alpha:392,Carol:497,1661164479043000000,,mapclosures,True,20.478337115282542,20.611717759378696,0.13338064409615313,False,0.32848577919612754,0.3222114764667956,7,,0,0,False,,,
Playground 2,Alpha:393,Bob:322,1661164481043000000,1661164471170000000,mapclosures+megaloc,True,1.575619299060236,1.9808475686153428,0.4052282695551068,False,0.3062233451205487,0.6675780208055482,12,,4,0,True,False,0.03718015027334946,0.05638852509446328
Playground 2,Alpha:393,Bob:326,1661164481043000000,1661164479170000000,megaloc,True,1.5342701035628485,1.9792897247220802,0.44501962115923166,False,0.26885880830801584,0.4026905829596413,20,,4,0,True,False,0.05982253623234764,0.062120383475826976
Playground 2,Alpha:394,Bob:323,1661164483043000000,1661164473170000000,mapclosures+megaloc,True,1.5875998291514153,1.9820923637787378,0.3944925346273225,False,0.29331219599039055,0.6594831362242664,10,,4,0,True,False,0.03872928726759421,0.07213721585161469
Playground 2,Alpha:394,Bob:327,1661164483043000000,,megaloc,True,1.5118479540826455,1.9823760626289488,0.47052810854630334,False,0.2822360321129337,0.4247464503042596,17,,0,0,False,,,
Playground 2,Alpha:395,Bob:328,1661164485043000000,,megaloc,True,1.6444522736031595,1.981568166229345,0.33711589262618546,False,0.32713830623605744,0.5969844109378993,23,,0,0,False,,,
Playground 2,Alpha:395,Bob:330,1661164485043000000,1661164487170000000,megaloc,True,1.59357361215702,1.9812247160437115,0.38765110388669144,False,0.31533413298405005,0.6463288521199586,22,,3,0,True,False,0.1467577654929307,0.25101226598186205
Playground 2,Alpha:396,Bob:329,1661164487043000000,,megaloc,True,1.612850369032621,1.9808984176771758,0.36804804864455476,False,0.329272661239899,0.5929994890137966,18,,0,0,False,,,
Playground 2,Alpha:397,Bob:329,1661164489043000000,,megaloc,True,1.6449121855809257,1.980729094645318,0.3358169090643923,False,0.3351422961378311,0.5705160960654062,24,,0,0,False,,,
Playground 2,Alpha:397,Bob:332,1661164489043000000,1661164491170000000,megaloc,True,1.5832122802269006,1.982394129193315,0.3991818489664143,False,0.31056154870492264,0.6535556134410002,26,,1,0,False,,0.05648648601165575,0.07239387498066766
Playground 2,Alpha:398,Bob:331,1661164491043000000,,megaloc,True,1.7353567875590885,1.9828542391380137,0.24749745157892522,False,0.33991229534218775,0.588385776413405,17,,0,0,False,,,
Playground 2,Alpha:400,Bob:327,1661164495043000000,,megaloc,True,1.5276424814582288,1.984097629381283,0.4564551479230543,False,0.32037184133085095,0.5580137659783677,15,,0,0,False,,,
Playground 2,Alpha:401,Bob:331,1661164497044000000,,megaloc,True,1.7483414400268131,1.9826038136197628,0.23426237359294966,False,0.34096727832741397,0.5466930889274213,14,,0,0,False,,,
