sequence,i,j,i_stamp_ns,j_stamp_ns,branch,inter_robot,measured_distance_m,gt_distance_m,distance_error_m,distance_flag,rmse_m,overlap,native_inliers,acceptance_gate_violations,cycle_neighbours,cycle_inconsistent_neighbours,cycle_eligible,cycle_flag,cycle_translation_median_m,cycle_rotation_median_deg
Library 1,Alpha:215,Bob:226,,1660900586320000000,megaloc,True,2.085585305426096,1.74077485259233,0.3448104528337661,False,0.3289153598425735,0.7916373239436619,24,,0,0,False,,,
Library 1,Alpha:215,Bob:229,,1660900589020000000,mapclosures+megaloc,True,2.5916176677736225,2.3356118268262853,0.25600584094733714,False,0.30844030481875495,0.8084616491581522,7,,0,0,False,,,
Library 1,Alpha:215,Carol:217,,1660900584629000000,mapclosures+megaloc,True,2.308996255560658,2.274757434960494,0.03423882060016403,False,0.3266538030362191,0.6918836984980019,7,,0,0,False,,,
Library 1,Alpha:215,Carol:220,,1660900587329000000,megaloc,True,3.041014627752798,2.9275012548341324,0.11351337291866548,False,0.3362835624105056,0.7139847674607033,10,,0,0,False,,,
Library 1,Alpha:216,Carol:213,1660900582268000000,,megaloc,True,6.775413233073066,6.775203753629186,0.00020947944388005624,False,0.3376036907898706,0.5401793721973094,6,,0,0,False,,,
Library 1,Alpha:217,Bob:222,1660900583168000000,,megaloc,True,7.922877507595436,7.785222557282475,0.13765495031296027,False,0.32837252599105493,0.6325118163403106,7,,0,0,False,,,
Library 1,Alpha:218,Bob:230,,1660900589920000000,mapclosures+megaloc,True,1.6410072868615202,1.150505833775332,0.4905014530861882,False,0.30644076434554346,0.8348400820481653,12,,0,0,False,,,
Library 1,Alpha:218,Bob:233,,1660900592620000000,mapclosures+megaloc,True,3.601235331571648,3.421207942645913,0.18002738892573467,False,0.30788924804494494,0.8242703533026113,14,,0,0,False,,,
Library 1,Alpha:219,Bob:232,,1660900591720000000,mapclosures+megaloc,True,1.9567621463211446,1.6029566764195127,0.353805469901632,False,0.3104409722892892,0.8469603258410017,11,,0,0,False,,,
Library 1,Alpha:219,Bob:235,,1660900594420000000,megaloc,True,4.64810347848924,4.525460618936982,0.12264285955225773,False,0.30338214302413424,0.8094524754700022,18,,0,0,False,,,
Library 1,Alpha:219,Carol:221,,1660900588229000000,mapclosures+megaloc,True,2.4450636793806666,2.3419494130873675,0.10311426629329912,False,0.3322239826094669,0.7168148746968472,8,,0,0,False,,,
Library 1,Alpha:221,Bob:226,1660900586768000000,1660900586320000000,mapclosures+megaloc,True,7.740791380241563,7.635145151699366,0.10564622854219774,False,0.3192969177235794,0.6740316901408451,6,,3,0,True,False,0.04965597180747112,0.08968684167807524
Library 1,Alpha:223,Carol:221,1660900588568000000,1660900588229000000,megaloc,True,5.576916263066281,5.565668239912293,0.011248023153988207,False,0.31514069596781774,0.6749393694421989,12,,6,0,True,False,0.04245559956883438,0.20614474277904393
Library 1,Alpha:223,Carol:223,1660900588568000000,1660900590030000000,megaloc,True,3.6653199289384193,3.644571441847113,0.020748487091306167,False,0.3372150936902645,0.698371755602128,15,,5,0,True,False,0.030215192287068923,0.15753308860322196
Library 1,Alpha:223,Carol:226,1660900588568000000,1660900592730000000,mapclosures+megaloc,True,2.2054938430247026,2.1396131214265286,0.06588072159817404,False,0.3331133600779587,0.7211152042866711,9,,6,0,True,False,0.03379602592254728,0.21637490902530235
Library 1,Alpha:224,Bob:236,,1660900595320000000,mapclosures+megaloc,True,1.7033466044926098,1.234355232682589,0.4689913718100207,False,0.31208485830732025,0.8479894913522587,8,,0,0,False,,,
Library 1,Alpha:224,Carol:224,,1660900590930000000,mapclosures+megaloc,True,3.5861992937470246,3.57027509794174,0.01592419580528448,False,0.3415680591164334,0.699032338102721,6,,0,0,False,,,
Library 1,Alpha:224,Carol:227,,1660900593630000000,mapclosures+megaloc,True,2.2393227575998664,2.171483547535073,0.06783921006479332,False,0.33503560996670345,0.7352865587252634,6,,0,0,False,,,
Library 1,Alpha:226,Bob:238,1660900591268000000,1660900597020000000,megaloc,True,1.6808505034208612,1.2240418240521307,0.4568086793687305,False,0.2941601238841581,0.8585493695990933,21,,1,0,False,,0.014510124172817846,0.15123841298051555
Library 1,Alpha:226,Bob:241,1660900591268000000,1660900599620000000,mapclosures+megaloc,True,3.85227075549997,3.7025169623698018,0.14975379313016823,False,0.29182736007914845,0.8290774592787539,9,,1,0,False,,0.014510124172817846,0.15123841298051555
Library 1,Alpha:226,Carol:224,1660900591268000000,1660900590930000000,megaloc,True,5.3683741464034025,5.39579121504573,0.02741706864232718,False,0.31733751284809714,0.6814986353486064,10,,4,0,True,False,0.05582835961993416,0.27367703051713876
Library 1,Alpha:226,Carol:229,1660900591268000000,1660900595430000000,megaloc,True,2.24880469236039,2.161478469494426,0.08732622286596436,False,0.33366313540615417,0.7350777461962883,17,,5,0,True,False,0.035211139722890514,0.13853964299126026
Library 1,Alpha:227,Bob:239,,1660900597820000000,mapclosures+megaloc,True,1.6883682564300937,1.2205774682601216,0.4677907881699721,False,0.3002220029662346,0.8557277294275808,13,,0,0,False,,,
Library 1,Alpha:228,Carol:232,,1660900598130000000,mapclosures+megaloc,True,2.7832591590781934,2.729646009682728,0.05361314939546524,False,0.33023931823452585,0.7195411089866157,6,,0,0,False,,,
Library 1,Alpha:230,Bob:242,,1660900600520000000,mapclosures+megaloc,True,1.8249030624078553,1.3663309864594588,0.45857207594839644,False,0.2898362702971058,0.8552785218765026,13,,0,0,False,,,
Library 1,Alpha:231,Carol:230,,1660900596330000000,mapclosures+megaloc,True,4.11776887799562,4.1110916816142655,0.006677196381354555,False,0.3390581599278824,0.7116427432216906,7,,0,0,False,,,
Library 1,Alpha:231,Carol:233,,1660900599030000000,mapclosures+megaloc,True,2.1150602994773258,2.0641809307974976,0.05087936867982812,False,0.3307514769959584,0.7232421726213148,7,,0,0,False,,,
Library 1,Alpha:232,Bob:245,,1660900603220000000,mapclosures+megaloc,True,2.3413267282027226,2.011779017586121,0.3295477106166014,False,0.30140196133527014,0.8255135135135135,14,,0,0,False,,,
Library 1,Alpha:233,Carol:231,1660900597568000000,,megaloc,True,4.940378817507297,4.948739369383871,0.008360551876573474,False,0.31973538665918066,0.6809006211180124,15,,0,0,False,,,
Library 1,Alpha:233,Carol:236,1660900597568000000,1660900601730000000,mapclosures+megaloc,True,2.3329968864639463,2.3049607367246394,0.028036149739306904,False,0.334995197463508,0.7163137827533057,8,,5,0,True,False,0.050559004473265945,0.16888285278579382
Library 1,Alpha:234,Bob:244,,1660900602320000000,mapclosures+megaloc,True,2.3832614311368254,2.0085077611271567,0.37475367000966875,False,0.29996166311796973,0.8157616733572787,9,,0,0,False,,,
Library 1,Alpha:234,Bob:247,,1660900605020000000,mapclosures+megaloc,True,2.4022031850066603,2.1234469340105604,0.2787562509960999,False,0.2994524900289215,0.8160777869076965,13,,0,0,False,,,
Library 1,Alpha:234,Carol:235,,1660900600830000000,megaloc,True,2.4332603466424114,2.3887700297710035,0.04449031687140792,False,0.33580949239915525,0.7085241423636217,29,,0,0,False,,,
Library 1,Alpha:234,Carol:238,,1660900603530000000,megaloc,True,3.0114928118880675,2.96009364713401,0.05139916475405748,False,0.33389489488238544,0.7007751937984497,21,,0,0,False,,,
Library 1,Alpha:236,Carol:234,1660900600268000000,,megaloc,True,4.761295036738443,4.772988388128867,0.0116933513904236,False,0.3234355247195156,0.6780454127032832,9,,0,0,False,,,
Library 1,Alpha:238,Bob:248,,1660900605920000000,mapclosures+megaloc,True,2.1128865246240367,1.7264057505695984,0.38648077405443826,False,0.3051588076604914,0.8158424082680169,11,,0,0,False,,,
Library 1,Alpha:238,Carol:241,,1660900606230000000,mapclosures+megaloc,True,2.4457929904523126,2.37998779807553,0.06580519237678262,False,0.3310787986985992,0.7065783598749814,10,,0,0,False,,,
Library 1,Alpha:239,Carol:239,,1660900604430000000,mapclosures+megaloc,True,2.7533698229175374,2.7136798532308797,0.03968996968665772,False,0.33394114296461336,0.7126035098381828,7,,0,0,False,,,
Library 1,Alpha:240,Bob:251,1660900603868000000,1660900608621000000,mapclosures+megaloc,True,1.7506236335923868,1.2286772610713124,0.5219463725210745,False,0.3376559801066156,0.8239110287303059,13,,10,0,True,False,0.052966282776644766,0.21815553762165507
Library 1,Alpha:240,Carol:238,1660900603868000000,1660900603530000000,megaloc,True,4.51497181106548,4.47272027965805,0.04225153140742943,False,0.34340825698196087,0.6936434108527132,14,,5,0,True,False,0.07530485619757353,0.20022734362845526
Library 1,Alpha:241,Carol:242,,1660900607130000000,mapclosures+megaloc,True,2.0857903585342177,2.052207869664266,0.03358248886995163,False,0.3382409572001109,0.7298757428417072,14,,0,0,False,,,
Library 1,Alpha:242,Bob:247,1660900605668000000,1660900605020000000,megaloc,True,6.808133260565349,6.682877563561295,0.1252556970040537,False,0.33871094461368945,0.7186308334846558,12,,8,0,True,False,0.06477485214447058,0.22842247881715322
Library 1,Alpha:242,Bob:254,1660900605668000000,1660900611221000000,mapclosures+megaloc,True,1.9135148934247328,1.5088047996213534,0.4047100938033794,False,0.31069689353711244,0.8320319593244961,16,,11,0,True,False,0.04325430086831271,0.22956743045916916
Library 1,Alpha:242,Carol:244,1660900605668000000,1660900608930000000,mapclosures+megaloc,True,2.0829384624618634,2.0010319791766493,0.0819064832852141,False,0.33292813982712877,0.729897524122971,10,,10,0,True,False,0.04432623094188862,0.26313944575480386
Library 1,Alpha:243,Bob:250,1660900606568000000,1660900607721000000,megaloc,True,4.713235953568106,4.526024036384666,0.18721191718343988,False,0.31340375237175083,0.7675196672393526,11,,11,0,True,False,0.07335712780059685,0.2290349128963382
Library 1,Alpha:243,Carol:241,1660900606568000000,1660900606230000000,megaloc,True,4.332661471410836,4.328740475465415,0.00392099594542028,False,0.3452473904208106,0.7006250930197946,13,,9,0,True,False,0.05445835384446941,0.17509609012163044
Library 1,Alpha:244,Bob:253,,1660900610321000000,mapclosures+megaloc,True,2.842161802063684,2.5235540763775672,0.3186077256861166,False,0.3071079891158242,0.8099605613134,13,,0,0,False,,,
Library 1,Alpha:244,Bob:256,,1660900612921000000,mapclosures+megaloc,True,1.885828958186964,1.4839984974188445,0.40183046076811957,False,0.32455355952030296,0.845287166804067,18,,0,0,False,,,
Library 1,Alpha:244,Carol:245,,1660900609830000000,mapclosures+megaloc,True,2.129453555105756,2.0368580569991206,0.09259549810663525,False,0.3259549632054371,0.72219313336824,9,,0,0,False,,,
Library 1,Alpha:244,Carol:247,,1660900611630000000,mapclosures+megaloc,True,2.6915261182802253,2.6366967361310056,0.05482938214921962,False,0.3152393810361484,0.7255743879472693,9,,0,0,False,,,
Library 1,Alpha:245,Bob:250,1660900608368000000,1660900607721000000,megaloc,True,6.709164573952513,6.593628100928815,0.11553647302369807,False,0.3096852250178214,0.7362712326898151,14,,11,0,True,False,0.07662929177940375,0.2290349128963382
Library 1,Alpha:246,Bob:257,1660900609269000000,1660900613821000000,mapclosures+megaloc,True,1.6879600496449312,1.1820914447542459,0.5058686048906853,False,0.2995122758270484,0.843994897029342,16,,16,0,True,False,0.047299061170418974,0.2727098157510568
Library 1,Alpha:246,Carol:244,1660900609269000000,1660900608930000000,megaloc,True,4.169284775076334,4.210466392140732,0.04118161706439771,False,0.3430148573649554,0.6919739696312365,11,,11,0,True,False,0.06345073246927589,0.24209403428147835
Library 1,Alpha:247,Carol:248,,1660900612530000000,mapclosures+megaloc,True,2.1078367524457198,2.087412420370959,0.020424332074760798,False,0.33546293868600047,0.7307315603104045,19,,0,0,False,,,
Library 1,Alpha:247,Carol:253,,1660900616830000000,megaloc,True,5.368671669827223,5.3117798061138926,0.05689186371333044,False,0.3361430128843514,0.6523416711016499,18,,0,0,False,,,
Library 1,Alpha:248,Bob:252,1660900611069000000,1660900609421000000,megaloc,True,7.823421725150075,7.644384438701808,0.179037286448267,False,0.3292045964503678,0.7047567469988266,15,,14,0,True,False,0.08418185288568292,0.1745966777011739
Library 1,Alpha:249,Carol:247,1660900611969000000,1660900611630000000,mapclosures+megaloc,True,4.161066228917029,4.1126944929067974,0.048371736010231814,False,0.3431999694915879,0.7062146892655368,6,,15,0,True,False,0.05076882742315225,0.1324027306762429
Library 1,Alpha:249,Carol:251,1660900611969000000,1660900615130000000,mapclosures+megaloc,True,2.16760064676612,2.0969469208113636,0.07065372595475639,False,0.33091557584034675,0.706272273699216,12,,17,0,True,False,0.055588332700144905,0.17509609012163044
Library 1,Alpha:250,Bob:255,1660900612869000000,1660900612121000000,mapclosures+megaloc,True,6.657936102253473,6.492001175127161,0.16593492712631175,False,0.34028130534169526,0.7075552509850951,6,,17,0,True,False,0.055583780405969695,0.20542702356311782
Library 1,Alpha:250,Bob:260,1660900612869000000,1660900616521000000,mapclosures+megaloc,True,2.075917604425312,1.6327729992956868,0.4431446051296253,False,0.33882806503616053,0.8223402432756552,19,,20,0,True,False,0.05406102702939741,0.23007881048591866
Library 1,Alpha:250,Bob:263,1660900612869000000,1660900619121000000,mapclosures+megaloc,True,2.7702854129517824,2.476573565500753,0.2937118474510294,False,0.3427994350152216,0.8315915710125065,18,,17,0,True,False,0.0699745422842027,0.28225254962229784
Library 1,Alpha:251,Bob:254,1660900613769000000,1660900611221000000,megaloc,True,8.752306607756907,8.629058286323055,0.12324832143385223,False,0.3318954573116973,0.6574373307712464,11,,16,0,True,False,0.08475057780540443,0.2255453221729647
Library 1,Alpha:251,Bob:259,1660900613769000000,1660900615621000000,mapclosures+megaloc,True,3.6894187114685844,3.4205604365698474,0.2688582748987369,False,0.34124342473889197,0.7691501441173901,7,,20,0,True,False,0.05612727369706112,0.23118867641033553
Library 1,Alpha:251,Carol:250,1660900613769000000,1660900614230000000,mapclosures+megaloc,True,3.2738400057620485,3.2214586413798227,0.05238136438222574,False,0.33182034783809866,0.716551113733589,8,,16,0,True,False,0.0466522576206336,0.09993000866799534
Library 1,Alpha:252,Carol:249,1660900614669000000,1660900613330000000,megaloc,True,5.104087972868562,5.115313033427413,0.011225060558850863,False,0.3392813885246908,0.6873167155425219,13,,16,0,True,False,0.04468693098929325,0.13945219009579057
Library 1,Alpha:252,Carol:254,1660900614669000000,1660900617730000000,mapclosures+megaloc,True,2.2341798365801018,2.102285062347517,0.13189477423258467,False,0.32075352665897183,0.7060242578569993,15,,18,0,True,False,0.046068672338115894,0.15616712201977884
Library 1,Alpha:253,Carol:251,1660900615569000000,1660900615130000000,mapclosures+megaloc,True,4.085083745188237,4.078790500735653,0.006293244452584723,False,0.3399533163072683,0.7009265858873842,7,,18,0,True,False,0.04443149717153315,0.12814688414609723
Library 1,Alpha:253,Carol:256,1660900615569000000,1660900619530000000,mapclosures+megaloc,True,2.7474753121091533,2.6624014181822497,0.08507389392690357,False,0.3300397579925084,0.7008881230116649,10,,18,0,True,False,0.05899853091731579,0.22164218008052378
Library 1,Alpha:254,Bob:259,1660900616469000000,1660900615621000000,megaloc,True,6.592014254967214,6.504722779755332,0.08729147521188185,False,0.33162884387790653,0.702503182011031,16,,18,0,True,False,0.07619998620002766,0.20683295262111157
Library 1,Alpha:254,Bob:262,1660900616469000000,1660900618221000000,mapclosures+megaloc,True,3.688676093997484,3.4525038202595884,0.23617227373789573,False,0.3384256997237676,0.7972846839202375,8,,18,0,True,False,0.066055850904014,0.3013099721307767
Library 1,Alpha:254,Carol:257,1660900616469000000,1660900620430000000,mapclosures+megaloc,True,2.74759610762211,2.633872789632934,0.11372331798917612,False,0.33037783244583735,0.7199378840051314,15,,19,0,True,False,0.0566446527572275,0.15148175527630656
Library 1,Alpha:255,Bob:265,1660900617369000000,1660900620921000000,mapclosures+megaloc,True,1.9669859691052525,1.5280553476716874,0.4389306214335651,False,0.3358558897627863,0.8454815443360204,10,,17,0,True,False,0.055583780405969695,0.17887348359352243
Library 1,Alpha:255,Carol:249,1660900617369000000,1660900613330000000,megaloc,True,8.099392001731061,8.172873166437459,0.0734811647063971,False,0.33948156660230044,0.6519794721407625,9,,14,0,True,False,0.051669721465027726,0.11643477718515352
Library 1,Alpha:256,Bob:266,1660900618269000000,1660900621821000000,mapclosures+megaloc,True,1.9137394928687987,1.5102583560752454,0.40348113679355335,False,0.32137018461318867,0.8317023789438164,22,,17,0,True,False,0.07835336707425072,0.20542702356311782
Library 1,Alpha:256,Carol:254,1660900618269000000,1660900617730000000,mapclosures+megaloc,True,4.174338374670395,3.735197094811399,0.43914127985899576,False,0.347063374486188,0.667627152717282,8,,18,0,True,False,0.0612434142940033,0.12552152649354245
Library 1,Alpha:257,Bob:263,1660900619169000000,1660900619121000000,megaloc,True,5.633701553563451,4.968326524742751,0.6653750288207005,False,0.3472277735925435,0.7602122015915119,17,,19,0,True,False,0.06746540699454896,0.2388955530016892
Library 1,Alpha:259,Bob:265,1660900620969000000,1660900620921000000,mapclosures+megaloc,True,5.602371906893798,4.925226372934258,0.67714553395954,False,0.3245470199786461,0.7656689690457917,8,,18,0,True,False,0.07850976399904971,0.29236037033464624
Library 1,Alpha:259,Bob:268,1660900620969000000,1660900623621000000,mapclosures+megaloc,True,2.6315425309383143,2.168611314112594,0.46293121682572025,False,0.3435633372758751,0.8204144282425173,20,,17,0,True,False,0.07110128919977445,0.2099413099826583
Library 1,Alpha:259,Bob:269,1660900620969000000,1660900624521000000,mapclosures+megaloc,True,1.9266470911955464,1.8099801748544715,0.11666691634107496,False,0.33665715688713493,0.8413063869702396,18,,18,0,True,False,0.0538011518587464,0.23816020959628728
Library 1,Alpha:259,Bob:271,1660900620969000000,1660900626321000000,mapclosures+megaloc,True,2.130725055567418,2.6517849768781363,0.5210599213107181,False,0.33122628778529756,0.8535660091047041,23,,16,0,True,False,0.08756863911173951,0.20048419866711498
Library 1,Alpha:259,Carol:257,1660900620969000000,1660900620430000000,mapclosures+megaloc,True,4.091816015686685,3.3799539294095124,0.711862086277173,False,0.3434038746761566,0.6773344136115049,7,,20,0,True,False,0.07511146362966717,0.18774413181649663
Library 1,Alpha:259,Carol:259,1660900620969000000,1660900622230000000,mapclosures+megaloc,True,2.53227234112825,1.8104170837697475,0.7218552573585024,False,0.3354804547448171,0.7157237325495959,12,,20,0,True,False,0.04628121792853336,0.16099766471836008
Library 1,Alpha:259,Carol:260,1660900620969000000,1660900623130000000,mapclosures+megaloc,True,2.0856828208579796,1.6565442191717814,0.4291386016861982,False,0.332534212145157,0.7171702706573106,14,,21,0,True,False,0.0547346647734913,0.15357516437770655
Library 1,Alpha:259,Carol:262,1660900620969000000,1660900624930000000,mapclosures+megaloc,True,2.710033496116459,2.961559788259941,0.251526292143482,False,0.33410622128929685,0.7211574315758073,10,,20,0,True,False,0.0703134554171307,0.1858589677774798
Library 1,Alpha:260,Carol:258,1660900621869000000,1660900621330000000,mapclosures,True,4.110966551113549,3.4077409827424354,0.7032255683711135,False,0.3398344174192856,0.698240675580577,7,,21,0,True,False,0.08373127578228656,0.14830633625092332
Library 1,Alpha:260,Carol:263,1660900621869000000,1660900625830000000,mapclosures+megaloc,True,2.7511869220327685,2.946551882746548,0.1953649607137793,False,0.3351682803181332,0.7160152931180969,15,,18,0,True,False,0.043559809989947434,0.1445967095718158
Library 1,Alpha:261,Bob:267,1660900622769000000,1660900622721000000,megaloc,True,5.506878612683674,4.929486870287488,0.5773917423961858,False,0.34346108121532737,0.756026841189628,20,,17,0,True,False,0.08442068989360295,0.390911832433835
Library 1,Alpha:262,Bob:266,1660900623669000000,1660900621821000000,mapclosures,True,7.672151484381419,6.997019524082862,0.6751319602985566,False,0.3426375620693787,0.7066129032258065,6,,15,0,True,False,0.08526523324262829,0.48326179250547036
Library 1,Alpha:262,Bob:272,1660900623669000000,1660900627121000000,mapclosures+megaloc,True,2.012225671031773,1.762449377979449,0.24977629305232418,False,0.3383535355643448,0.8305645161290323,23,,15,0,True,False,0.06761045932423261,0.24562450149725923
Library 1,Alpha:262,Carol:265,1660900623669000000,1660900627730000000,mapclosures+megaloc,True,2.788812608615546,2.9298858047055263,0.14107319608998026,False,0.3190246279744705,0.7382741264862499,12,,20,0,True,False,0.05582194190171344,0.17801533623332044
Library 1,Alpha:262,Carol:267,1660900623669000000,1660900629930000000,mapclosures+megaloc,True,4.532693534251675,4.884603379050665,0.3519098447989899,False,0.3229761711711958,0.712300566134843,7,,18,0,True,False,0.09658522169786017,0.14885930028178734
Library 1,Alpha:263,Bob:275,,1660900629722000000,mapclosures+megaloc,True,1.8886215501043864,2.4328430176753835,0.5442214675709971,False,0.3180728500341646,0.837673399853979,16,,0,0,False,,,
Library 1,Alpha:264,Bob:270,1660900625469000000,,mapclosures+megaloc,True,5.555081792544101,4.916724379163381,0.6383574133807199,False,0.34068162800102636,0.7495280050346129,6,,0,0,False,,,
Library 1,Alpha:264,Carol:262,1660900625469000000,1660900624930000000,mapclosures,True,4.23201945775205,3.4495577582003785,0.7824616995516713,False,0.325500905402112,0.7270489969423521,8,,20,0,True,False,0.058338637940868805,0.1685168151867335
Library 1,Alpha:264,Carol:266,1660900625469000000,1660900628730000000,mapclosures+megaloc,True,2.2808789207784956,2.1464182286862052,0.1344606920922904,False,0.3319102085510208,0.7464717377144098,14,,20,0,True,False,0.07369398168855147,0.1576570928621539
Library 1,Alpha:264,Carol:270,1660900625469000000,1660900632730000000,mapclosures+megaloc,True,5.296957894210642,5.7197990050166805,0.42284111080603815,False,0.3394991716728948,0.6956462024447191,7,,18,0,True,False,0.05886999378314088,0.15041667537203607
Library 1,Alpha:265,Bob:270,1660900626369000000,,mapclosures,True,6.596079213047369,5.947656714018858,0.648422499028511,False,0.33871165877651804,0.722465143140005,6,,0,0,False,,,
Library 1,Alpha:266,Bob:274,,1660900628921000000,mapclosures+megaloc,True,3.5994802720710566,3.0539313209319077,0.5455489511391489,False,0.30381949049461554,0.7925805136567469,9,,0,0,False,,,
Library 1,Alpha:266,Bob:278,,1660900632422000000,mapclosures,True,1.9822446816761794,2.4701132746623182,0.4878685929861388,False,0.33867262041354296,0.8090501426824297,21,,0,0,False,,,
Library 1,Alpha:267,Bob:273,1660900628169000000,1660900628021000000,megaloc,True,5.638640484871366,5.04307376477774,0.5955667200936254,False,0.333628518431955,0.7446043165467626,17,,16,0,True,False,0.06306643966694331,0.2694732695290015
Library 1,Alpha:268,Bob:277,1660900629069000000,1660900631522000000,mapclosures+megaloc,True,2.7518914011324167,2.3243969899836463,0.4274944111487704,False,0.33338690353567474,0.8090718996300467,8,,16,0,True,False,0.06266094309698665,0.20733113052319868
Library 1,Alpha:268,Bob:280,1660900629069000000,1660900634221000000,mapclosures+megaloc,True,2.0380680937608724,2.5689564196893406,0.5308883259284682,False,0.3360203796569776,0.8074964189081649,25,,13,0,True,False,0.04435986732949152,0.23989451095408923
Library 1,Alpha:268,Carol:266,1660900629069000000,1660900628730000000,mapclosures,True,4.336792251345072,3.6365796604417935,0.7002125909032784,False,0.3280351194340019,0.7094159368893392,7,,18,0,True,False,0.07459092520919264,0.17990292668349517
Library 1,Alpha:268,Carol:268,1660900629069000000,1660900630830000000,mapclosures+megaloc,True,2.7414094315655873,2.0497121392639626,0.6916972923016247,False,0.3366345393090944,0.7286902286902287,20,,19,0,True,False,0.038085272626947164,0.14606525064776493
Library 1,Alpha:268,Carol:272,1660900629069000000,1660900634930000000,mapclosures+megaloc,True,3.258802750975823,3.5642046354350025,0.3054018844591795,False,0.33982391424159486,0.6876862310304206,13,,17,0,True,False,0.04438623500797166,0.12766723879434927
Library 1,Alpha:269,Bob:281,,1660900635121000000,mapclosures+megaloc,True,2.1300440259634374,2.590961239502093,0.46091721353865545,False,0.33922990141354264,0.7977791679699718,26,,0,0,False,,,
Library 1,Alpha:269,Carol:275,,1660900638130000000,mapclosures,True,4.927950343505994,5.37867114862298,0.450720805116986,False,0.3455448644483621,0.6425825740318907,11,,0,0,False,,,
Library 1,Alpha:270,Bob:275,1660900630869000000,1660900629722000000,megaloc,True,6.815568953787122,6.221245585166054,0.594323368621068,False,0.34765692362129774,0.7240169099465582,20,,16,0,True,False,0.07907144184357268,0.25447294017886624
Library 1,Alpha:270,Bob:276,1660900630869000000,,mapclosures,True,5.768692294352003,5.180310833748203,0.5883814606037996,False,0.33705681651166075,0.7396506341229959,8,,0,0,False,,,
Library 1,Alpha:270,Carol:271,1660900630869000000,1660900633830000000,mapclosures,True,2.186452248012962,1.7302195861151508,0.456232661897811,False,0.3349524741854066,0.6918577600531738,20,,17,0,True,False,0.043885697526354996,0.15424544917098512
Library 1,Alpha:270,Carol:273,1660900630869000000,1660900635930000000,mapclosures,True,2.3766293358878543,2.5510421964794836,0.1744128605916293,False,0.3436185150092647,0.6867958855223567,19,,14,0,True,False,0.06068720891390686,0.18261080876993396
Library 1,Alpha:271,Carol:269,1660900631769000000,,mapclosures,True,4.437506433077977,3.7343940096766546,0.7031124234013224,False,0.34515219899900157,0.6732754495111779,10,,0,0,False,,,
Library 1,Alpha:273,Bob:279,1660900633569000000,1660900633322000000,mapclosures+megaloc,True,5.867686874177118,5.227272349893339,0.6404145242837789,False,0.3389442966798648,0.7346724749919329,6,,11,0,True,False,0.07805314013723633,0.16689746788288545
Library 1,Alpha:273,Bob:284,1660900633569000000,1660900637821000000,mapclosures+megaloc,True,2.002324868053994,2.1537030434164137,0.15137817536241993,False,0.34347139773005636,0.7715094917330068,15,,10,0,True,False,0.07610478475842461,0.45375123609927737
Library 1,Alpha:273,Bob:287,1660900633569000000,1660900640522000000,mapclosures,True,3.8577662850062184,4.495757508587566,0.6379912235813476,False,0.34073773811366115,0.7176945668135095,11,,8,0,True,False,0.07108435791970077,0.30567988788781586
Library 1,Alpha:273,Carol:274,1660900633569000000,1660900637030000000,mapclosures+megaloc,True,2.131650178210469,1.6014219061260815,0.5302282720843876,False,0.3404385528190814,0.6745455802059576,14,,14,0,True,False,0.04183296448756232,0.1404238404168276
Library 1,Alpha:273,Carol:276,1660900633569000000,1660900639230000000,mapclosures+megaloc,True,2.208417460011981,2.3435662933983332,0.13514883338635242,False,0.3464508954380913,0.6775265477136458,9,,11,0,True,False,0.05594219913028249,0.10946832500453463
Library 1,Alpha:273,Carol:278,1660900633569000000,1660900641430000000,megaloc,True,3.824869386226753,4.254222631818075,0.4293532455913218,False,0.3476479072699106,0.6462350612214972,17,,9,0,True,False,0.048109300101153225,0.13444604249546663
Library 1,Alpha:274,Bob:283,1660900634469000000,1660900636921000000,mapclosures+megaloc,True,2.9627012434099362,2.5921693437765314,0.3705318996334048,False,0.34264188944130497,0.7601088646967341,6,,10,0,True,False,0.0684561066909311,0.272931647470338
Library 1,Alpha:274,Bob:286,1660900634469000000,1660900639622000000,mapclosures+megaloc,True,2.342190281103108,2.7327331524919347,0.3905428713888268,False,0.3408192839209506,0.7552621652206715,17,,9,0,True,False,0.06924786760687926,0.2303216504361244
Library 1,Alpha:274,Carol:271,1660900634469000000,1660900633830000000,megaloc,True,5.4551869394475165,4.784851482079206,0.6703354573683109,False,0.3468496090622771,0.6431372549019608,15,,13,0,True,False,0.05747406148440232,0.14058350195260888
Library 1,Alpha:275,Carol:272,1660900635370000000,1660900634930000000,mapclosures+megaloc,True,5.5169252653762415,4.811327675797565,0.7055975895786766,False,0.34856588128234084,0.6342595800706812,8,,13,0,True,False,0.05137493554672279,0.13045343148715882
Library 1,Alpha:275,Carol:277,1660900635370000000,1660900640330000000,mapclosures+megaloc,True,1.8729587603515783,1.6346198966638075,0.2383388636877708,False,0.3418236432458451,0.6707960864362638,10,,10,0,True,False,0.03334337435455497,0.16050362964679554
Library 1,Alpha:276,Bob:282,1660900636270000000,1660900636022000000,megaloc,True,5.882895635256595,5.320078741953401,0.5628168933031947,False,0.3485277442099086,0.6897342613097122,19,,10,0,True,False,0.06985128803686472,0.2693560180918987
