iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,46,0,45,0,0.480489,0.144718,0.000294,0.002211,0.771819
2,0,0,0,0,0.381193,0.125389,0.000146,0.000121,0.509779
3,0,0,0,0,0.351599,0.108018,0.000143,0.000187,0.462673
4,0,0,0,0,0.379275,0.119175,0.000153,0.000083,0.502156
5,0,0,0,0,0.620899,0.110968,0.000255,0.000113,0.735236
6,0,0,0,0,0.370449,0.097146,0.000177,0.000093,0.470797
7,0,0,0,0,0.358669,0.108613,0.000138,0.000193,0.470083
8,0,0,0,0,0.380608,0.122137,0.000166,0.000187,0.506309
9,0,0,0,0,0.317137,0.100118,0.000308,0.000080,0.420467
10,0,0,0,0,0.365299,0.116033,0.000147,0.000085,0.484916
11,0,0,0,0,0.395386,0.100821,0.000199,0.000079,0.499499
12,0,0,0,0,0.357887,0.111037,0.000178,0.000084,0.472917
13,0,0,0,0,0.362905,0.108841,0.000136,0.000063,0.474781
14,0,0,0,0,0.362887,0.115208,0.000159,0.000082,0.481927
15,0,0,0,0,0.410989,0.111796,0.000142,0.000056,0.525565
16,0,0,0,0,0.391249,0.108353,0.000229,0.000092,0.503389
17,0,0,0,0,0.349401,0.098420,0.000213,0.000192,0.451870
18,0,0,0,0,0.396176,0.108421,0.000209,0.000079,0.507702
19,0,0,0,0,0.336558,0.102884,0.000298,0.000085,0.443683
20,0,0,0,0,0.390080,0.116461,0.000143,0.000189,0.509983
21,0,0,0,0,0.357481,0.112904,0.000153,0.000062,0.473616
22,0,0,0,0,0.289331,0.095575,0.000271,0.000066,0.387321
23,0,0,0,0,0.356962,0.110571,0.000159,0.000060,0.470686
24,0,0,0,0,0.327981,0.098038,0.000178,0.000054,0.429504
25,0,0,0,0,0.269564,0.101663,0.000191,0.000085,0.374269
26,0,0,0,0,0.302972,0.128665,0.000146,0.000188,0.434931
27,0,0,0,0,0.287520,0.104519,0.000285,0.000091,0.394731
28,0,0,0,0,0.337024,0.114281,0.000358,0.000092,0.454806
29,0,0,0,0,0.300733,0.102445,0.000195,0.000091,0.406765
30,0,0,0,0,0.268282,0.105593,0.000171,0.000102,0.376499
31,0,0,0,0,0.316369,0.108243,0.000212,0.000101,0.428382
32,0,0,0,0,0.302768,0.119343,0.000147,0.000089,0.425246
33,0,0,0,0,0.324844,0.115650,0.000251,0.000058,0.443503
34,0,0,0,0,0.325070,0.105979,0.000217,0.000195,0.434204
35,0,0,0,0,0.299424,0.102296,0.000231,0.000132,0.405885
36,0,0,0,0,0.298025,0.118895,0.000143,0.000088,0.420058
37,0,0,0,0,0.265327,0.102485,0.000290,0.000087,0.370133
38,0,0,0,0,0.283475,0.100500,0.000187,0.000213,0.386956
39,0,0,0,0,0.633809,0.247912,0.000345,0.000290,0.886787
40,0,0,0,0,0.321504,0.121526,0.000147,0.000292,0.446388
41,0,0,0,0,0.280982,0.101698,0.000184,0.000089,0.385033
42,0,0,0,0,0.290849,0.098894,0.000416,0.000094,0.393533
43,0,0,0,0,0.302213,0.102162,0.000216,0.000085,0.407334
44,0,0,0,0,0.292118,0.162921,0.000214,0.000089,0.458069
45,0,0,0,0,0.275290,0.105019,0.000172,0.000186,0.383292
46,0,0,0,0,0.308747,0.123090,0.000155,0.000084,0.435172
47,0,0,0,0,0.302930,0.118908,0.000266,0.000192,0.425663
48,0,0,0,0,0.272574,0.104380,0.000185,0.000087,0.379578
49,0,0,0,0,0.300939,0.104451,0.000206,0.000121,0.409022
50,0,0,0,0,0.287597,0.106857,0.000387,0.000192,0.397167
51,0,0,0,0,0.290158,0.117383,0.000156,0.000083,0.410441
52,0,0,0,0,0.288691,0.122685,0.000144,0.000194,0.414717
53,0,0,0,0,0.324892,0.109383,0.000302,0.000078,0.438322
54,0,0,0,0,0.294889,0.106719,0.000351,0.000129,0.406041
55,0,0,0,0,0.327765,0.111412,0.000325,0.000102,0.442571
56,0,0,0,0,0.307259,0.109671,0.000182,0.000104,0.420870
57,0,0,0,0,0.274280,0.103930,0.000200,0.000198,0.381276
58,0,0,0,0,0.295714,0.101917,0.000187,0.000088,0.400098
59,0,0,0,0,0.374232,0.148722,0.000193,0.000105,0.526700
60,0,0,0,0,0.294592,0.118633,0.000159,0.000210,0.416677
61,0,0,0,0,0.258682,0.099302,0.000297,0.000089,0.360740
62,0,0,0,0,0.305556,0.104103,0.000184,0.000088,0.412633
63,0,0,0,0,0.310762,0.118726,0.000143,0.000090,0.433512
64,0,0,0,0,0.268167,0.112331,0.000320,0.000197,0.383168
65,0,0,0,0,0.292061,0.118689,0.000144,0.000075,0.413474
66,0,0,0,0,0.282325,0.115513,0.000163,0.000089,0.400702
67,0,0,0,0,0.295966,0.098686,0.000290,0.000090,0.398062
68,0,0,0,0,0.271220,0.106831,0.000293,0.000088,0.381035
69,0,0,0,0,0.286379,0.110001,0.000308,0.000096,0.400602
70,0,0,0,0,0.294621,0.112480,0.000357,0.000109,0.410264
71,0,0,0,0,0.351826,0.121389,0.000159,0.000113,0.476919
72,0,0,0,0,0.285010,0.107804,0.000203,0.000218,0.395997
73,0,0,0,0,0.315618,0.122555,0.000376,0.000238,0.441710
74,0,0,0,0,0.307767,0.112495,0.000295,0.000078,0.423446
75,0,0,0,0,0.284866,0.122837,0.000143,0.000208,0.410726
76,0,0,0,0,0.288199,0.123011,0.000142,0.000106,0.414518
77,0,0,0,0,0.254396,0.100795,0.000194,0.000093,0.357734
78,0,0,0,0,0.273838,0.108236,0.000193,0.000082,0.384865
79,0,0,0,0,0.290923,0.106764,0.000328,0.000192,0.401977
80,0,0,0,0,0.350144,0.105845,0.000223,0.000086,0.459640
81,0,0,0,0,0.298752,0.109079,0.000313,0.000080,0.411101
82,0,0,0,0,0.541419,0.102822,0.000190,0.000089,0.646776
83,0,0,0,0,0.316623,0.125766,0.000165,0.000084,0.446013
84,0,0,0,0,0.289726,0.145956,0.000146,0.000089,0.439577
85,0,0,0,0,0.262450,0.105070,0.000332,0.000109,0.371216
86,0,0,0,0,0.263960,0.103315,0.000197,0.000103,0.369998
87,0,0,0,0,0.283267,0.115448,0.000130,0.000061,0.401304
