iteration,num_new_factors,num_removed_factors,num_new_values,num_accepted_beliefs,update_ms,stats_ms,belief_request_ms,visualization_ms,active_callback_ms
1,59,0,58,0,1.279326,0.301270,0.000264,0.000139,1.822026
2,0,0,0,0,1.123044,0.131873,0.000189,0.000274,1.262119
3,0,0,0,0,0.466080,0.128246,0.000121,0.000197,0.596832
4,0,0,0,0,0.775990,0.229234,0.000373,0.000252,1.008277
5,0,0,0,0,0.462212,0.116797,0.000218,0.000212,0.581772
6,0,0,0,0,0.436883,0.129001,0.000317,0.000192,0.568591
7,0,0,0,0,1.274797,0.145097,0.000236,0.000206,1.426502
8,0,0,0,0,0.434009,0.114017,0.000202,0.000077,0.551204
9,0,0,0,0,0.533519,0.132019,0.000255,0.000087,0.667847
10,0,0,0,0,0.351285,0.109696,0.000182,0.000087,0.463112
11,0,0,0,0,0.520134,0.119695,0.000235,0.000104,0.642140
12,0,0,0,0,0.761020,0.185753,0.000298,0.000114,0.953494
13,0,0,0,0,0.476901,0.134810,0.000134,0.000088,0.613940
14,0,0,0,0,0.431268,0.121094,0.000209,0.000082,0.554905
15,0,0,0,0,0.415642,0.155500,0.000247,0.000085,0.573813
16,0,0,0,0,0.336692,0.096884,0.000173,0.000114,0.435336
17,0,0,0,0,0.550621,0.126106,0.000129,0.000194,0.679070
18,0,0,0,0,0.656743,0.111909,0.000301,0.000090,0.774609
19,0,0,0,0,0.461665,0.136249,0.000146,0.000106,0.600231
20,0,0,0,0,0.470181,0.127260,0.000130,0.000086,0.599695
21,0,0,0,0,0.330004,0.105149,0.000223,0.000080,0.437298
22,0,0,0,0,0.411807,0.108619,0.000210,0.000085,0.526253
23,0,0,0,0,0.355102,0.108833,0.000186,0.000189,0.465963
24,0,0,0,0,0.352116,0.115858,0.000315,0.000090,0.470163
25,0,0,0,0,1.634029,0.135381,0.000284,0.000085,1.776424
26,0,0,0,0,2.773863,0.748952,0.000260,0.000195,3.530110
27,0,0,0,0,0.359076,0.118082,0.000290,0.000077,0.480045
28,0,0,0,0,0.637583,0.116619,0.000195,0.000078,0.757426
29,0,0,0,0,0.787472,0.122406,0.000303,0.000075,0.915081
30,0,0,0,0,0.385212,0.134075,0.000246,0.000188,0.521891
31,0,0,0,0,2.562539,0.165865,0.000502,0.000285,2.736081
32,0,0,0,0,0.325096,0.112260,0.000176,0.000079,0.439460
33,0,0,0,0,0.338277,0.112284,0.000164,0.000081,0.452483
34,0,0,0,0,0.340681,0.116183,0.000193,0.000091,0.459523
35,0,0,0,0,0.343220,0.118782,0.000273,0.000080,0.463827
36,0,0,0,0,0.396647,0.152453,0.000248,0.000083,0.551363
37,0,0,0,0,0.371514,0.102530,0.000187,0.000091,0.476972
38,0,0,0,0,0.347756,0.126720,0.000210,0.000097,0.477442
39,0,0,0,0,0.357405,0.115516,0.000193,0.000078,0.474688
40,0,0,0,0,0.359446,0.115911,0.000221,0.000095,0.477796
41,0,0,0,0,0.366490,0.111663,0.000373,0.000082,0.481213
42,0,0,0,0,0.417860,0.107726,0.000192,0.000079,0.527987
43,0,0,0,0,0.352693,0.109093,0.000296,0.000081,0.463815
44,0,0,0,0,0.521869,0.110348,0.000197,0.000079,0.636932
45,0,0,0,0,0.373640,0.107183,0.000182,0.000194,0.483174
46,0,0,0,0,0.371273,0.116714,0.000181,0.000082,0.490209
47,0,0,0,0,0.563070,0.119986,0.000197,0.000077,0.689916
48,0,0,0,0,2.725975,1.131190,0.001185,0.000715,3.867599
49,0,0,0,0,0.459161,0.112829,0.000285,0.000079,0.578527
50,0,0,0,0,0.323146,0.116740,0.000165,0.000107,0.441740
51,0,0,0,0,1.804766,0.136452,0.000240,0.000090,1.948300
52,0,0,0,0,0.357317,0.115758,0.000194,0.000087,0.476059
53,0,0,0,0,0.337947,0.108568,0.000216,0.000076,0.448928
